id,scope,sku,field,before,after,label,confidence,source_quote
phase3a-MGPS-2019KH-confidence_level-1,product.specs,MGPS-2019KH,specs.confidence_level,,medium,Faz3 extract,low,"…ad tıkanmasını önler, daha yüksek parlaklık elde edilmesini sağlar. • Boya Overspray & Zift Temizliği Boya sisleri ve kalın…"
phase3a-MGPS-2019KH-application_method-1,product.specs,MGPS-2019KH,specs.application_method,,hand,Faz3 extract,medium,…katlayıp temiz yüzeyi ortaya çıkarın. 5. Silme & Kontrol Mikrofiber bezle paneli kurulayın; gerekirse işlemi tekrarlayın. 6. Yüzey F…
phase3a-MGPS-2019KM-confidence_level-1,product.specs,MGPS-2019KM,specs.confidence_level,,medium,Faz3 extract,low,…• Tek Parça 100 g – Yeterli yüzey alanı ve pratik kullanım sağlar. Detaylı Kullanım ve Uygulama Rehberi: 1. Araç Yıkama…
phase3a-MGPS-2019KM-application_method-1,product.specs,MGPS-2019KM,specs.application_method,,hand,Faz3 extract,medium,…etlerle kaydırın. o Pütür hissi kaybolunca panel temizdir; mikrofiber bezle silin. 4. Kili Yenileme Kir biriktikçe kili katlayıp temi…
phase3a-78156-skill_level-1,product.specs,78156,specs.skill_level,,diy,Faz3 extract,medium,"…iliğinize uygun araç kokusudur. Bean'inizi yaşam tarzınıza, hobilerinize veya en sevdiğiniz renge uyacak şekilde seçin. Bal…"
phase3a-76385-outdoor_use-1,product.specs,76385,specs.outdoor_use,,True,Faz3 extract,medium,"Bean Casual Açık havayı, serinletici ve ferahlatıcı narenciye kokularını, aromati…"
phase3a-76283-skill_level-1,product.specs,76283,specs.skill_level,,diy,Faz3 extract,medium,"…iliğinize uygun araç kokusudur. Bean'inizi yaşam tarzınıza, hobilerinize veya en sevdiğiniz renge uyacak şekilde seçin. Bal…"
phase3a-76386-indoor_use-1,product.specs,76386,specs.indoor_use,,True,Faz3 extract,medium,"…ici bir koku difüzörüdür. Bu hoş kokulu difüzör, aracınızın iç mekanında zarif ve sofistike bir atmosfer yaratır. Aracınızın ha…"
phase3a-78157-skill_level-1,product.specs,78157,specs.skill_level,,diy,Faz3 extract,medium,"…liğinize uygun araç kokusudur. Bean'inizi yaşam tarzınıza, hobilerinize veya en sevdiğiniz renge uyacak şekilde seçin. B…"
phase3a-76384-skill_level-1,product.specs,76384,specs.skill_level,,diy,Faz3 extract,medium,"…racınızın iç mekanında ferah ve canlı bir atmosfer yaratır. Kolay kullanımı sayesinde, sadece havalandırma kanallarına yerleştirerek a…"
phase3a-76384-indoor_use-1,product.specs,76384,specs.indoor_use,,True,Faz3 extract,medium,"…üdür. Açık mavi rengi ve yoğun, dolgun kokusuyla aracınızın iç mekanında ferah ve canlı bir atmosfer yaratır. Kolay kullanımı sa…"
phase3a-76280-skill_level-1,product.specs,76280,specs.skill_level,,diy,Faz3 extract,medium,"…iliğinize uygun araç kokusudur. Bean'inizi yaşam tarzınıza, hobilerinize veya en sevdiğiniz renge uyacak şekilde seçin. Bal…"
phase3a-78158-skill_level-1,product.specs,78158,specs.skill_level,,diy,Faz3 extract,medium,"…iliğinize uygun araç kokusudur. Bean'inizi yaşam tarzınıza, hobilerinize veya en sevdiğiniz renge uyacak şekilde seçin. Bal…"
phase3a-701610-confidence_level-1,product.specs,701610,specs.confidence_level,,medium,Faz3 extract,low,"…aze ve ferah bir atmosfer yaratır, yeni yıkanmış araç hissi sunar. • Kullanıma Hazır Formül: Ürün saf kullanılır. Ekstra ka…"
phase3a-74436-confidence_level-1,product.specs,74436,specs.confidence_level,,medium,Faz3 extract,low,"…ma sistemleri ve kapalı alan yüzeylerinde kullanılmak üzere geliştirilmiş tek kullanımlık ""one-shot"" hijyen spreyidir. Yüksek oranda…"
phase3a-74436-indoor_use-1,product.specs,74436,specs.indoor_use,,True,Faz3 extract,medium,"…R Deotex Plus, araç içi hava kanalları, klima sistemleri ve kapalı alan yüzeylerinde kullanılmak üzere geliştirilmiş tek kullanımlı…"
phase3a-76762-confidence_level-1,product.specs,76762,specs.confidence_level,,medium,Faz3 extract,low,"…aşamalı bir esans yaymaya devam eder, uzun süreli bir etki sağlar. Kokunun kademeli yayılması, tüm tonlarını aşırıya kaçmadan…"
phase3a-Q2M-OR500M-cure_time_hours-1,product.specs,Q2M-OR500M,specs.cure_time_hours,,48,Faz3 extract,medium,…çıp 5 dk taze hava aldırın. 7. Tekrar – Şiddetli kokularda 48 saat sonra ikinci bir uygulama yapın. Kullanım Alanları • Otom…
phase3a-Q2M-OR500M-confidence_level-1,product.specs,Q2M-OR500M,specs.confidence_level,,medium,Faz3 extract,low,"…tır. > Aylarca Etki — 2–3 ay boyunca sürekli koku kontrolü sağlar. > Çok Yönlü Kullanım — Kumaş, halı, döşeme, hava kanallar…"
phase3a-Q2M-OR500M-application_method-1,product.specs,Q2M-OR500M,specs.application_method,,hand,Faz3 extract,medium,…lanılır? 1. Hazırlık – İç mekânı vakumlayın ve yüzeyleri mikrofiber bezle silin. 2. Şişeyi Çalkalayın – Aktif parçacıkların homojen…
phase3a-Q2M-OR500M-indoor_use-1,product.specs,Q2M-OR500M,specs.indoor_use,,True,Faz3 extract,medium,"…ı maskelemek yerine kaynağında yok eden su bazlı formülüyle iç mekânınızı aylarca taze tutar. 0 doğal, alkolsüz ve çocuk-&evcil…"
phase3a-Q2M-ORP4P-confidence_level-1,product.specs,Q2M-ORP4P,specs.confidence_level,,medium,Faz3 extract,low,"…klar & evcil hayvanlar için güvenli, aylarca süren ferahlık sunar. Öne Çıkan Özellikler > Aktif Partikül Teknolojisi…"
phase3a-Q2M-ORP4P-indoor_use-1,product.specs,Q2M-ORP4P,specs.indoor_use,,True,Faz3 extract,medium,"…bini, ev, ofis, gardırop, yat, karavan… > Kokusuz Formül — İç mekânın doğal kokusunu değiştirmez. Teknik Bilgiler Param…"
phase3a-79415-confidence_level-1,product.specs,79415,specs.confidence_level,,medium,Faz3 extract,low,…küf kokularında etkilidir • Enzim bazlı – biyolojik çözüm sağlar • Kalıcı ferah koku etkisi • Araç içi temizlik sonrası mü…
phase3a-79415-application_method-1,product.specs,79415,specs.application_method,,hand,Faz3 extract,medium,"…. Sert yüzeylerde (plastik, vinil, deri) püskürtün ve temiz mikrofiber bezle silin. 6. Olağanüstü temizlik (örneğin: süt sızıntısı sonr…"
phase3a-79415-indoor_use-1,product.specs,79415,specs.indoor_use,,True,Faz3 extract,medium,…zlenmesi • Profesyonel detay sonrası son dokunuş olarak • İç mekanda tekstil veya plastik yüzeylerde oluşan kötü kokuların yok…
phase3a-EF1212-confidence_level-1,product.specs,EF1212,specs.confidence_level,,medium,Faz3 extract,low,…a hem etkili hem de göz alıcı bir hava temizleyici deneyimi sunar. İtalya’nın zarif zanaatkarlığı ile üretilen bu özel ürün i…
phase3a-IF1414-confidence_level-1,product.specs,IF1414,specs.confidence_level,,medium,Faz3 extract,low,…ve Alkol İçermez: Güvenli ve sağlıklı bir kullanım deneyimi sunar. 4. Kontrollü Salınım Teknolojisi: Kokunun ortamda dengeli…
phase3a-EF0303-confidence_level-1,product.specs,EF0303,specs.confidence_level,,medium,Faz3 extract,low,"…ı bir enerji katar. Hem sofistike hem de modern bir deneyim sunarak, bulunduğu ortamın havasını tamamen değiştirir. Little Jo…"
phase3a-LE3739-durability_months-1,product.specs,LE3739,specs.durability_months,,1.5,Faz3 extract,medium,"…rahlatan bir atmosfere dönüştürür. Ürün Özellikleri • 45 Gün Kalıcılık: Tatlı meyve aromalarının ferahlatıcı etkisi, uzun süre boy…"
phase3a-LE3739-confidence_level-1,product.specs,LE3739,specs.confidence_level,,medium,Faz3 extract,low,"…enk Seçeneği: Çift ürün kombinasyonu, dekoratif bir görünüm sağlar. • Toksik ve Alkol İçermez: Sağlıklı kullanım sunar, çevre…"
phase3a-LE3801-durability_months-1,product.specs,LE3801,specs.durability_months,,1.5,Faz3 extract,medium,"…eğiyle her detayıyla göz doldurur. Ürün Özellikleri • 45 Gün Kalıcılık: Sunshine Bliss, özel formülü sayesinde uzun süre tazeliğin…"
phase3a-LE3801-confidence_level-1,product.specs,LE3801,specs.confidence_level,,medium,Faz3 extract,low,"…Çift ürün kombinasyonu, estetik ve dekoratif bir görsellik sunar. • Toksik ve Alkol İçermez: Güvenli ve sağlıklı bir kullan…"
phase3a-JS0458-skill_level-1,product.specs,JS0458,specs.skill_level,,diy,Faz3 extract,medium,Little Joe Pump Spray Baharatlı: Baharatların Büyüleyici Aro…
phase3a-JS0458-confidence_level-1,product.specs,JS0458,specs.confidence_level,,medium,Faz3 extract,low,…pompa tasarımı sayesinde dilediğiniz yerde anında ferahlık sunar. Teknik Özellikler • Boyut: 185 x 82 x 38 mm • Hacim…
phase3a-PS0313-skill_level-1,product.specs,PS0313,specs.skill_level,,diy,Faz3 extract,medium,…Doğal içeriklerle hafif ve etkileyici bir koku deneyimi. • Kolay Kullanım: Hafif tasarımı sayesinde her yere kolayca asılabilir. T…
phase3a-PS0313-confidence_level-1,product.specs,PS0313,specs.confidence_level,,medium,Faz3 extract,low,…alınım teknolojisi sayesinde uzun süre etkili koku deneyimi sunar. Her ortamda kullanıma uygun tasarımıyla dikkat çeker ve 30…
phase3a-EF1313-confidence_level-1,product.specs,EF1313,specs.confidence_level,,medium,Faz3 extract,low,"…Hissi Little Joe Çiçek, çiçeklerin saf ve doğal kokusunu sunarak bulunduğunuz ortamı taze ve ferah bir hale getirir. Bu eş…"
phase3a-JS1360-skill_level-1,product.specs,JS1360,specs.skill_level,,diy,Faz3 extract,medium,"…ve ferahlatıcı bir başlangıç sunan özel bir oda kokusudur. Kolay kullanımı ve zarif tasarımıyla dikkat çeken bu ürün, bulunduğunuz he…"
phase3a-JS1360-confidence_level-1,product.specs,JS1360,specs.confidence_level,,medium,Faz3 extract,low,…aratır. • Ev: Misafirleriniz için huzurlu ve hoş bir ortam sağlar. • Ofis: Çalışma alanlarınızı canlandırır ve ferahlatır.…
phase3a-IF1111-confidence_level-1,product.specs,IF1111,specs.confidence_level,,medium,Faz3 extract,low,"…lar Çilek kokusu, taze çileğin tatlı ve canlı notalarını sunarak bulunduğunuz ortamı neşeli bir atmosfere dönüştürür. Hem…"
phase3a-IF3243-confidence_level-1,product.specs,IF3243,specs.confidence_level,,medium,Faz3 extract,low,"…ferah elma kokusuyla çevrenizi canlandırır ve tazelik hissi sunar. Özgün tasarımı ve uzun süreli etkisiyle, yalnızca ortamını…"
phase3a-IF0453-confidence_level-1,product.specs,IF0453,specs.confidence_level,,medium,Faz3 extract,low,"…üre kalıcı etkisiyle hem görsel hem de işlevsel bir deneyim sunar. Elma ve tarçın aromalarının birleşimi, tatlı ve baharatlı…"
phase3a-IF0453-indoor_use-1,product.specs,IF0453,specs.indoor_use,,True,Faz3 extract,medium,…r yaş grubuna uygundur. 4. Pratik ve Çok Amaçlı: Her türlü iç mekan ve araç için ideal. 5. Estetik Görünüm: Zarif tasarımı ile…
phase3a-JS0859-confidence_level-1,product.specs,JS0859,specs.confidence_level,,medium,Faz3 extract,low,"…da canlılık ve enerji yaratan eşsiz bir oda kokusu deneyimi sunar. Limon, taze meyve ve doğal aromaların birleşimiyle tasarla…"
phase3a-SJ0402-durability_months-1,product.specs,SJ0402,specs.durability_months,,1.5,Faz3 extract,medium,…eni Araba Kokusunun Avantajları 1. Uzun Süreli Kullanım: 45 güne kadar kalıcılık sağlayan etkili formülüyle aracınızda uzun süreli bir tazel…
phase3a-SJ0402-skill_level-1,product.specs,SJ0402,specs.skill_level,,diy,Faz3 extract,medium,Little Joe Soccer Yeni Araba: Yeni Araba Hissi Sevenler İçin…
phase3a-SJ0402-confidence_level-1,product.specs,SJ0402,specs.confidence_level,,medium,Faz3 extract,low,"…bu ürün, araba severlerin favorisi olmaya aday. Özel olarak geliştirilmiş formülü, showroom temizliğindeki o taze kokuyu 45 gün boyun…"
phase3a-EF4064-confidence_level-1,product.specs,EF4064,specs.confidence_level,,medium,Faz3 extract,low,"…el ürün, araçlar ve yaşam alanları için mükemmel bir tercih sunar. İtalya’nın üstün kalite anlayışıyla üretilmiş bu hava temi…"
phase3a-EF3963-confidence_level-1,product.specs,EF3963,specs.confidence_level,,medium,Faz3 extract,low,"…Kapuçino kokusu, taze demlenmiş kahvenin zengin aromalarını sunarak sizi her an kahve keyfi yaşatır. Bu büyüleyici aroma hem…"
phase3a-EF1616-confidence_level-1,product.specs,EF1616,specs.confidence_level,,medium,Faz3 extract,low,…. 3. Toksik ve Alkol İçermez: Güvenli ve sağlıklı kullanım sunar. 4. Kontrollü Koku Yayılımı: Dengeli salınım teknolojisi s…
phase3a-PS0404-skill_level-1,product.specs,PS0404,specs.skill_level,,diy,Faz3 extract,medium,…Alkol İçermez: Doğal ve hassas bir koku deneyimi sunar. • Kolay Kullanım: Asma karton tasarımı sayesinde her yerde pratik bir şekild…
phase3a-PS0404-confidence_level-1,product.specs,PS0404,specs.confidence_level,,medium,Faz3 extract,low,"…ma karton koku hem ferahlık hem de enerji dolu bir atmosfer sağlar. Aracınızda, evinizde ya da ofisinizde nostaljik ve doğal b…"
phase3a-IF0404-confidence_level-1,product.specs,IF0404,specs.confidence_level,,medium,Faz3 extract,low,"…tazeler. Bu eşsiz koku, her kullanıcısına özel bir deneyim sunar. Neden Little Joe Kiraz’ı Tercih Etmelisiniz? 1. Tatl…"
phase3a-SC2304-durability_months-1,product.specs,SC2304,specs.durability_months,,1.5,Faz3 extract,medium,"…e, tekneden ofise kadar her ortamda etkili bir çözüm sunar. 45 güne kadar etkili olan uzun ömürlü kokusuyla mekanlarınıza uzun süreli tazelik katarken, ben…"
phase3a-SC2304-confidence_level-1,product.specs,SC2304,specs.confidence_level,,medium,Faz3 extract,low,"…d Kiraz, alkol ve toksik madde içermeyen güvenli formülüyle öne çıkar. Kullanım kolaylığı sağlayan polimer kart tasarımı sayesind…"
phase3a-EF1515-confidence_level-1,product.specs,EF1515,specs.confidence_level,,medium,Faz3 extract,low,…s gösterir. Her kullanımda temiz ve yenileyici bir atmosfer sunar. Neden Little Joe Koku Giderici’yi Seçmelisiniz? 1. K…
