sku,howToUse,whenToUse,whyThisProduct
26900.224.011,"1. Pedi tabanlık diskine takın ve düzgün oturduğundan emin olun.
2. Ped yüzeyine orta kesim pasta (Menzerna 2200, 2500, 3in1) damlatın.
3. Makineyi düşük devirde başlatarak ürünü yüzeye yayın.
4. Devri artırarak panel bazlı çalışın, çapraz geçişlerle uygulayın.
5. Ped kirlendikçe fırça ile temizleyin veya yedek ped kullanın.
6. Kullanım sonrası pedi ılık suyla yıkayın ve kurutun.","Orta dereceli çiziklerin giderilmesinde, kalın pasta sonrası ara kat uygulamalarında, tek adım polisaj işlemlerinde kullanılır. Medium Cut 2200, 2500 ve One Step 3in1 pastalarla ideal performans sunar.","• Orta sertlikteki yapısı ile dengeli kesim ve parlaklık
• Güvenlik kenarı destek diskinden kaynaklanan hasarı önler
• Yıkanabilir ve uzun ömürlü tasarım
• Orijinal Menzerna pastalarla optimize edilmiş performans"
26900.224.012,"1. Pedi tabanlık diskine takın ve düzgün oturduğundan emin olun.
2. Ped yüzeyine hare giderici cila (Menzerna FF 3000, 3500, 3800) damlatın.
3. Makineyi düşük-orta devirde başlatarak ürünü yüzeye yayın.
4. Hafif basınçla panel bazlı çalışın, çapraz geçişlerle uygulayın.
5. Yüzeyi spot ışıkla kontrol edin, hare kalmadığından emin olun.
6. Kullanım sonrası pedi ılık suyla yıkayın ve kurutun.","Polisaj sonrası hare ve hologram gideriminde, son kat parlaklık uygulamalarında, koruyucu ürün öncesi yüzey hazırlığında kullanılır. Final Finish 3000, 3500, 3800 ve Power Protect Ultra 2in1 ile ideal performans sunar.","• Yumuşak yapısı ile hare ve hologram bırakmadan parlatır
• Güvenlik kenarı destek diskinden kaynaklanan hasarı önler
• Yıkanabilir ve uzun ömürlü tasarım
• Orijinal Menzerna cilaları ile optimize edilmiş performans"
26907.099.001,"1. Mini/spot polisaj makinenize 75mm tabanlık takın.
2. Pedi tabanlığa yerleştirin ve düzgün oturduğundan emin olun.
3. Ped yüzeyine kalın pasta damlatın.
4. Düşük-orta devirde dar alanlarda çapraz geçişlerle çalışın.
5. Ped kirlendikçe ikinci pedi kullanın.
6. Kullanım sonrası pedleri ılık suyla yıkayın.","Dar ve ulaşılması zor alanlarda ağır kesim gerektiren işlemlerde, A direkleri, ayna köşeleri, kapı kenarları gibi bölgelerde, spot düzeltme ve lokal çizik gideriminde kullanılır.","• 2'li paket ile kesintisiz çalışma imkanı
• 95mm çapı ile dar alanlara erişim
• Sert yapısı ile maksimum kesim gücü
• Menzerna kalın pastalarla optimize edilmiş"
26908.099.001,"1. Mini/spot polisaj makinenize 75mm tabanlık takın.
2. Pedi tabanlığa yerleştirin ve düzgün oturduğundan emin olun.
3. Ped yüzeyine orta kesim pasta damlatın.
4. Düşük-orta devirde dar alanlarda çapraz geçişlerle çalışın.
5. Ped kirlendikçe ikinci pedi kullanın.
6. Kullanım sonrası pedleri ılık suyla yıkayın.","Dar alanlarda orta düzey çizik gideriminde, kalın pasta sonrası ara kat uygulamalarında, A direkleri ve kenar bölgelerinde tek adım polisajda kullanılır.","• 2'li paket ile kesintisiz çalışma imkanı
• 95mm çapı ile dar alanlara erişim
• Orta sertlik ile dengeli kesim ve parlaklık
• Menzerna orta kesim pastalarla optimize edilmiş"
26909.099.001,"1. Mini/spot polisaj makinenize 75mm tabanlık takın.
2. Pedi tabanlığa yerleştirin ve düzgün oturduğundan emin olun.
3. Ped yüzeyine hare giderici cila damlatın.
4. Düşük devirde hafif basınçla dar alanlarda çalışın.
5. Spot ışıkla kontrol ederek hare kalıp kalmadığını görün.
6. Kullanım sonrası pedleri ılık suyla yıkayın.","Dar alanlarda polisaj sonrası hare ve hologram gideriminde, A direkleri ve kenar bölgelerinde son kat parlaklık için, spot düzeltme işlemlerinde kullanılır.","• 2'li paket ile kesintisiz çalışma imkanı
• 95mm çapı ile dar alanlara erişim
• Yumuşak yapısı ile hare bırakmaz
• Menzerna Final Finish serisine optimize edilmiş"
26900.223.003,"1. Pedi 150mm rotary tabanlığa takın.
2. Ped yüzeyine hare giderici cila damlatın.
3. Makineyi düşük-orta devirde başlatarak yüzeye yayın.
4. Hafif basınçla çapraz geçişlerle çalışın.
5. Spot ışıkla kontrol ederek hare kalıp kalmadığını görün.
6. Kullanım sonrası pedi ılık suyla yıkayın.","Rotary makine ile hare ve hologram gideriminde, polisaj sonrası son kat parlaklık uygulamalarında, seramik kaplama öncesi yüzey hazırlığında kullanılır.","• Açık gözenekli yapısı ile ürün tutma kapasitesi yüksek
• Orta-yumuşak doku ile hare bırakmadan parlatır
• 30mm yükseklik ile uzun ömürlü kullanım
• Avrupa üretimi kalite garantisi"
26906.099.001,"1. Keçeyi 230mm rotary tabanlığa takın.
2. Heavy Cut pasta ile yüzeye az miktarda ürün damlatın.
3. Düşük devirde başlayarak ürünü yüzeye yayın.
4. Devri artırarak geniş panellerde çapraz geçişlerle çalışın.
5. Krater yapı sayesinde ısı kontrolü sağlanır.
6. Fırça ile düzenli temizleyin.","Geniş panellerde ağır boya restorasyonunda, profesyonel atölye kullanımında, zımpara sonrası düzeltme ve derin çizik gideriminde kullanılır.","• 230mm geniş çap ile hızlı alan kaplama
• Krater/petek yapı ile ısı kontrolü
• Kuzu yünü ile maksimum kesim gücü
• Rotary makineler için profesyonel çözüm"
26915.099.001,"1. Pedi 150mm orbital tabanlığa takın.
2. Heavy Cut pasta ile yüzeye az miktarda ürün damlatın.
3. Düşük devirde başlayarak ürünü yüzeye yayın.
4. Devri artırarak çapraz geçişlerle çalışın.
5. Fırça veya basınçlı hava ile pedi düzenli temizleyin.
6. Gerekirse yedek ped ile değiştirerek devam edin.","Orbital makinelerle ağır çizik gideriminde, zımpara izlerinin hızlı düzeltilmesinde, derin yüzey kusurlarının giderilmesinde, geniş panellerde hızlı çalışmada kullanılır.","• 165mm çap ile geniş çalışma alanı
• Kısa tüylü kuzu yünü ile hızlı çizik giderme
• Köpük ara katman ile yüzeye tam uyum
• Güvenlik kenarı ve kaliteli cırt bağlantı"
26913.099.001,"1. Pedi 75mm mini tabanlığa takın.
2. Heavy Cut pasta ile yüzeye az miktarda ürün damlatın.
3. Düşük devirde başlayarak ürünü yüzeye yayın.
4. Dar alanlarda dikkatli çapraz geçişlerle çalışın.
5. Fırça veya basınçlı hava ile pedi düzenli temizleyin.","Dar alanlarda ağır çizik gideriminde, A direkleri, ayna köşeleri, kapı kenarları gibi bölgelerde, spot düzeltme ve lokal zımpara izi gideriminde kullanılır.","• 90mm kompakt çap ile dar alanlara erişim
• Kuzu yünü ile hızlı çizik giderme
• Hem rotary hem orbital uyumlu
• Güvenlik kenarı ile destek diskinden koruma"
PU150F-C,"1. Pedi 130mm orbital tabanlığa takın.
2. Ultra hare giderici cila damlatın.
3. Düşük devirde başlatarak ürünü yüzeye yayın.
4. Hafif basınçla çapraz geçişlerle çalışın.
5. Spot ışıkla kontrol ederek hare kalıp kalmadığını görün.
6. Kullanım sonrası pedi yıkayın.","Polisaj sonrası ultra ince hare ve hologram gideriminde, showroom parlaklığı gerektiren son kat uygulamalarında, koyu renkli araçlarda hassas parlatmada kullanılır.","• Performansı artırılmış ultra hare giderici formül
• Açık gözenekli yapı ile homojen ürün dağılımı
• Orta-sert doku ile kontrollü parlatma
• Orbital makineler için optimize edilmiş"
KP160-22L,"1. Keçeyi rotary tabanlığa takın.
2. Kalın çizik giderici pasta damlatın.
3. Düşük devirde başlatarak ürünü yüzeye yayın.
4. Devri artırarak çapraz geçişlerle çalışın - keçe hava sirkülasyonu sağlar.
5. Fırça ile düzenli temizleyin.
6. Panel bazlı çalışarak ilerleme kaydedin.","Ağır boya restorasyonunda, zımpara sonrası düzeltmede, derin çizik ve kusurların hızlı giderilmesinde, polisaj işleminin ilk evresinde kullanılır.","• 1. Sınıf Merinos kuzu postundan üretim
• Agresif yapı ile maksimum çizik giderme
• Rotary hareketle hava sirkülasyonu - aşırı ısınma riski yok
• Velcro taban ile kolay tak-çıkar kullanım"
NPMW6555,"1. Pedi 55mm nano/mini tabanlığa takın.
2. Orta kesim pasta damlatın.
3. Düşük devirde başlatarak dar alanda çalışın.
4. Çapraz geçişlerle ürünü işleyin.
5. Ped kirlendikçe 5'li paketteki yedeklerle değiştirin.
6. Kullanım sonrası pedleri yıkayın.","Nano polisaj makineleriyle dar alanlarda orta kesim uygulamalarında, A direkleri ve kenar bölgelerinde, spot düzeltme işlemlerinde kullanılır.","• 5'li paket ile kesintisiz çalışma
• Mikrofiber yapı ile etkili kesim
• Sünger ara taban ile yüzeye uyum
• Kısa tüy yapısı ile kontrollü uygulama"
GE180F-C,"1. Pedi 150mm orbital tabanlığa takın.
2. Wax veya boya koruma ürününü pede damlatın.
3. Düşük devirde (800-1200 rpm) başlayarak ürünü yüzeye yayın.
4. Hafif basınçla çapraz geçişlerle çalışın.
5. İnce ve homojen bir tabaka bırakarak sonlandırın.
6. Kullanım sonrası pedi yıkayın.","Polisaj sonrası son kat koruma uygulamalarında, wax ve sealer uygulamalarında, Power Protect Ultra 2in1 ve Power Lock kullanımında tercih edilir.","• Yumuşak yapısı ile koruma ürünlerini homojen yayar
• Güvenlik kenarı ile destek diskinden koruma
• Yıkanabilir ve uzun ömürlü
• Menzerna koruma ürünleri ile mükemmel uyum"
GRY180F-C,"1. Pedi 155mm orbital tabanlığa takın.
2. Ağır kesim pasta (Menzerna 300, 400, 1000) damlatın.
3. Düşük devirde başlatarak ürünü yüzeye yayın.
4. Devri artırarak çapraz geçişlerle çalışın.
5. Yağlı film oluşana kadar işleme devam edin.
6. Mikrofiber ile silin ve sonucu kontrol edin.","Ağır boya restorasyonunda, zımpara sonrası düzeltmede, derin çizik ve kusurların orbital makine ile giderilmesinde kullanılır.","• Orta-sert yapısı ile maksimum kesim gücü
• Açık gözenekli yapı ile homojen ürün dağılımı
• 25mm yükseklik ile uzun ömürlü kullanım
• Orbital makineler için optimize edilmiş"
RE180F-C,"1. Pedi 155mm orbital tabanlığa takın.
2. Orta kesim pasta (Menzerna 2200, 2500) damlatın.
3. Düşük devirde başlatarak ürünü yüzeye yayın.
4. Orta devirde çapraz geçişlerle çalışın.
5. Yağlı film oluşana kadar işleme devam edin.
6. Mikrofiber ile silin ve sonucu kontrol edin.","Orta dereceli çizik ve kusurların giderilmesinde, ağır kesim sonrası ara adım olarak, hafif zımpara izlerinin düzeltilmesinde kullanılır.","• Dengeli kesim ve parlaklık performansı
• Açık gözenekli yapı ile homojen ürün dağılımı
• 25mm yükseklik ile uzun ömürlü kullanım
• Orbital makineler için optimize edilmiş"
PU140F-C,"1. Pedi 130mm orbital tabanlığa takın.
2. Ultra hare giderici cila damlatın.
3. Düşük devirde başlatarak ürünü yüzeye yayın.
4. Hafif basınçla çapraz geçişlerle çalışın.
5. Spot ışıkla kontrol ederek hare kalıp kalmadığını görün.
6. Kullanım sonrası pedi yıkayın.","Polisaj sonrası ultra ince hare ve hologram gideriminde, showroom parlaklığı gerektiren son kat uygulamalarında, koyu renkli araçlarda hassas parlatmada kullanılır.","• İnce yapı (Thinline) ile hassas kontrol
• Performansı artırılmış ultra hare giderici formül
• Açık gözenekli yapı ile homojen ürün dağılımı
• Kompakt boyut ile detay çalışmalarına uygun"
GPRO180F-C,"1. Pedi 155mm orbital tabanlığa takın.
2. Hare giderici cila damlatın.
3. Düşük-orta devirde başlatarak ürünü yüzeye yayın.
4. Hafif basınçla çapraz geçişlerle çalışın.
5. Spot ışıkla kontrol ederek hare kalıp kalmadığını görün.
6. Kullanım sonrası pedi yıkayın.","Polisaj sonrası hare ve hologram gideriminde, son kat parlaklık uygulamalarında, koruyucu ürün öncesi yüzey hazırlığında kullanılır.","• Yüksek performanslı hare ve hologram giderici
• Açık gözenekli yapı ile homojen ürün dağılımı
• Orta-yumuşak doku ile güvenli parlatma
• 25mm yükseklik ile uzun ömürlü kullanım"
DOR150F-C,"1. Pedi 130mm orbital tabanlığa takın.
2. One Step pasta/cila damlatın.
3. Düşük devirde başlatarak ürünü yüzeye yayın.
4. Orta devirde çapraz geçişlerle çalışın.
5. Ürün kaybolana kadar işleme devam edin.
6. Mikrofiber ile silin ve parlaklığı kontrol edin.","Tek adımda kesim ve parlaklık gereken durumlarda, hafif-orta çiziklerde hızlı düzeltme için, zaman kısıtlı uygulamalarda kullanılır.","• Tek adımda kesim ve parlaklık dengesi
• Açık gözenekli yapı ile homojen ürün dağılımı
• One Step ürünleri ile mükemmel uyum
• Zaman tasarrufu sağlar"
DOR160F,"1. Pedi 130mm rotary tabanlığa takın.
2. One Step pasta/cila damlatın.
3. Düşük devirde (800-1000 rpm) başlayarak ürünü yüzeye yayın.
4. Devri artırarak çapraz geçişlerle çalışın.
5. Ürün kaybolana kadar işleme devam edin.
6. Mikrofiber ile silin ve parlaklığı kontrol edin.","Tek adımda kesim ve parlaklık gereken durumlarda, hafif-orta çiziklerde hızlı düzeltme için, rotary makine ile zaman kısıtlı uygulamalarda kullanılır.","• Tek adımda kesim ve parlaklık dengesi
• Açık gözenekli yapı ile homojen ürün dağılımı
• Rotary makinelerin gücünden tam faydalanma
• Zaman tasarrufu sağlar"
VPRO160F,"1. Pedi 160mm rotary tabanlığa takın.
2. En agresif pasta (Menzerna 300) damlatın.
3. Düşük devirde (800 rpm) başlayarak ürünü yüzeye yayın.
4. Devri kademeli artırarak çapraz geçişlerle çalışın.
5. Yağlı film oluşana kadar işleme devam edin.
6. Mikrofiber ile silin ve çizik giderimini kontrol edin.","En ağır boya restorasyonlarında, P1200 ve altı zımpara izlerinin giderilmesinde, çok derin çiziklerin düzeltilmesinde, maksimum kesim gücü gereken durumlarda kullanılır.","• Sert yapısı ile maksimum kesim gücü
• 30mm yükseklik ile uzun ömürlü kullanım
• Avrupa üretimi yüksek kalite
• Rotary makinelerin tam gücünden yararlanma"
GRY200F,"1. Pedi 200mm rotary tabanlığa takın.
2. Ağır kesim pasta (Menzerna 300, 400, 1000) damlatın.
3. Düşük devirde (800-1000 rpm) başlayarak ürünü yüzeye yayın.
4. Devri artırarak çapraz geçişlerle geniş panellerde çalışın.
5. Yağlı film oluşana kadar işleme devam edin.
6. Mikrofiber ile silin ve sonucu kontrol edin.","Geniş panellerde (kaput, tavan) ağır boya restorasyonunda, zımpara sonrası düzeltmede, derin çizik ve kusurların hızlı giderilmesinde kullanılır.","• 200mm geniş çap ile büyük panellerde verimlilik
• Sert yapısı ile maksimum kesim gücü
• 30mm yükseklik ile uzun ömürlü kullanım
• Avrupa üretimi yüksek kalite"
RE200F,"1. Pedi 200mm rotary tabanlığa takın.
2. Orta kesim pasta (Menzerna 2200, 2500) damlatın.
3. Düşük devirde başlatarak ürünü yüzeye yayın.
4. Devri artırarak çapraz geçişlerle geniş panellerde çalışın.
5. Yağlı film oluşana kadar işleme devam edin.
6. Mikrofiber ile silin ve sonucu kontrol edin.","Geniş panellerde orta dereceli çizik gideriminde, ağır kesim sonrası ara adım olarak, hafif zımpara izlerinin düzeltilmesinde kullanılır.","• 200mm geniş çap ile büyük panellerde verimlilik
• Dengeli kesim ve parlaklık performansı
• 30mm yükseklik ile uzun ömürlü kullanım
• Avrupa üretimi yüksek kalite"
GPRO200F,"1. Pedi 200mm rotary tabanlığa takın.
2. Hare giderici cila damlatın.
3. Düşük devirde başlatarak ürünü yüzeye yayın.
4. Orta devirde çapraz geçişlerle geniş panellerde çalışın.
5. Spot ışıkla kontrol ederek hare kalıp kalmadığını görün.
6. Kullanım sonrası pedi yıkayın.","Geniş panellerde hare ve hologram gideriminde, son kat parlaklık uygulamalarında, koruyucu ürün öncesi yüzey hazırlığında kullanılır.","• 200mm geniş çap ile büyük panellerde verimlilik
• Orta-yumuşak doku ile güvenli parlatma
• 30mm yükseklik ile uzun ömürlü kullanım
• Avrupa üretimi yüksek kalite"
SVPRO160F,"1. Pedi 160mm rotary tabanlığa takın.
2. Wax veya boya koruma ürününü pede damlatın.
3. Düşük devirde başlayarak ürünü yüzeye yayın.
4. Hafif basınçla çapraz geçişlerle çalışın.
5. Waffle deseni sayesinde ürün homojen dağılır.
6. Kullanım sonrası pedi yıkayın.","Polisaj sonrası son kat koruma uygulamalarında, wax ve sealer uygulamalarında, boya koruma ürünlerinin homojen dağıtılmasında kullanılır.","• Waffle (yumurta tabanı) deseni ile ürün tutma kapasitesi yüksek
• Yumuşak yapısı ile koruma ürünlerini homojen yayar
• 30mm yükseklik ile uzun ömürlü kullanım
• Avrupa üretimi yüksek kalite"
GRY6555,"1. Pedi 55mm nano/mini tabanlığa takın.
2. Ağır kesim pasta damlatın.
3. Düşük devirde başlatarak dar alanda çalışın.
4. Çapraz geçişlerle ürünü işleyin.
5. Ped kirlendikçe 5'li paketteki yedeklerle değiştirin.
6. Kullanım sonrası pedleri yıkayın.","Dar alanlarda ağır çizik gideriminde, A direkleri ve ayna köşelerinde, spot düzeltme işlemlerinde, mini polisaj makineleri ile kullanılır.","• 5'li paket ile kesintisiz çalışma
• Sert yapı ile maksimum kesim gücü
• Kompakt boyut ile dar alanlara erişim
• Nano/Mini makineler için optimize edilmiş"
BUR060,"1. Pedi nano/mini tabanlığa takın.
2. Ağır kesim pasta damlatın.
3. Düşük devirde başlatarak dar alanda çalışın.
4. Düz yüzey sayesinde kesim gücü maksimuma çıkar.
5. Çapraz geçişlerle ürünü işleyin.
6. Kullanım sonrası pedi yıkayın.","Dar alanlarda ağır çizik gideriminde, düz ve kontrollü kesim gereken yerlerde, spot düzeltme işlemlerinde, mini polisaj makineleri ile kullanılır.","• Flat (düz) tasarım ile tam temas
• Sert yapı ile maksimum kesim gücü
• Kompakt 60mm boyut ile dar alanlara erişim
• Ekonomik fiyat ile tek adet satış"
GPRO060,"1. Pedi 55mm nano/mini tabanlığa takın.
2. Hare giderici cila damlatın.
3. Düşük devirde başlatarak dar alanda çalışın.
4. Hafif basınçla çapraz geçişlerle çalışın.
5. Spot ışıkla hare kontrolü yapın.
6. Kullanım sonrası pedi yıkayın.","Dar alanlarda hare ve hologram gideriminde, spot parlatma işlemlerinde, A direkleri ve köşelerde son kat uygulamalarında kullanılır.","• Flat (düz) tasarım ile tam temas
• Orta-yumuşak doku ile güvenli parlatma
• Kompakt 60mm boyut ile dar alanlara erişim
• Ekonomik fiyat ile tek adet satış"
SGGA081,"1. Keçeyi 150mm tabanlığa takın.
2. Cam pastası veya bol su ile yüzeyi ıslatın.
3. Orbital veya pnömatik polisaj makinesi ile çalışın.
4. Orta basınçla çapraz geçişlerle cam yüzeyini işleyin.
5. Yüzey sıcaklığını kontrol edin.
6. Temiz mikrofiber ile silin ve sonucu kontrol edin.","Cam yüzeylerdeki silecek izlerinin giderilmesinde, kireç ve su lekelerinin temizlenmesinde, ince-orta dereceli cam çiziklerinin düzeltilmesinde, metal ve paslanmaz çelik parlatmada kullanılır.","• Sıkıştırılmış yün yapı ile etkili çizik giderme
• Yüksek yoğunluklu malzeme ile uzun ömür
• Geniş yüzey uyumluluğu
• Entegre destek pedi ile güvenli kullanım"
KP160-22KL,"1. Keçeyi rotary tabanlığa takın.
2. Kalın çizik giderici pasta damlatın.
3. Düşük devirde başlatarak ürünü yüzeye yayın.
4. Devri artırarak çapraz geçişlerle çalışın - keçe hava sirkülasyonu sağlar.
5. Fırça ile düzenli temizleyin.
6. Panel bazlı çalışarak ilerleme kaydedin.","Ağır boya restorasyonunda, zımpara sonrası düzeltmede, derin çizik ve kusurların hızlı giderilmesinde, polisaj işleminin ilk evresinde kullanılır.","• 1. Sınıf Merinos kuzu postundan üretim
• Rotary hareketle hava sirkülasyonu - aşırı ısınma riski yok
• Velcro taban ile kolay tak-çıkar kullanım
• Çizikleri kısa sürede gidererek zaman kazandırır"
Q2M-PPFSL4000M,"1. Püskürtme şişenizi temiz su ile doldurun ve ihtiyaca göre PPF Slip ekleyin (1L suya 10-20ml).
2. Uygulama yapılacak paneli GYEON Q²M Prep ile tamamen yağdan arındırın.
3. Hem panele hem de folyonun yapışkan tarafına bolca sıvı püskürtün.
4. Folyoyu yüzeye yerleştirin ve kaydırarak hizalayın.
5. PPF raglesi ile merkezden dışa doğru sıvıyı tahliye edin.
6. Kavisli kenarlarda yapışmanın başladığından emin olun.",Profesyonel PPF stüdyolarında yüksek hacimli uygulama için kullanılır. Folyonun yüzeyde kaymasını ve yeniden konumlandırılmasını sağlar.,"• 4 litrelik profesyonel stüdyo boyutu
• 1:100 konsantrasyon - 400 litreye kadar solüsyon
• Düşük köpük ve alkol destekli formül
• Operasyonel maliyetleri düşürür"
PPF-L500M,"1. 1 kısım PPF Lift'i 50 kısım temiz suyla karıştırın.
2. Karışımı hem panel yüzeyine hem de filmin yapışkan tarafına ince tabaka halinde püskürtün.
3. Filmi yavaşça kaldırın ve hedef hizaya getirin.
4. Ragle ile fazla sıvıyı merkezden kenarlara tek hareketle çıkarın.
5. Gerekirse adımları tekrarlayarak ideal oturmayı sağlayın.
6. Montaj bitince kenarları hafif ısıyla sabitleyin.","PPF'i kaldırıp yeniden konumlandırmanız gerektiğinde kullanılır. Toz veya kırışıklık giderme, ayna kapağı ve piyano black gibi detaylı parçalarda idealdir.","• PPF sektöründe bir ilk - yapıştırıcıyı bozmadan kaldırma
• Damarlanma ve kaldırma çizgisi riskini azaltır
• Optimal kayganlık oranı sağlar
• 1:50 konsantrasyon - ekonomik kullanım"
SGPM006,"1. Ragleyi ergonomik şekilde kavrayın.
2. PPF veya folyo üzerine yerleştirin.
3. Merkezden kenarlara doğru 45 derece açıyla çekin.
4. Hava kabarcıklarını ve sıvıyı tahliye edin.
5. Mıknatıs ile araç gövdesine sabitleyebilirsiniz.","Geniş paneller, kapılar, çamurluklar ve tamponlarda PPF/folyo uygulaması için kullanılır. Cam temizliği ve duvar kağıdı uygulamalarında da idealdir.","• 85 derece açılı trapez tasarım - kolay sıvı tahliyesi
• Orta sertlikte TPU - boya çizmez
• Entegre mıknatıs - filmi kontrol etmek ve sabitlemek için
• 12 cm genişlik - geniş alanlarda verimli"
SGPM001,"1. Ragleyi çift taraflı tasarımı sayesinde her iki yönde de kullanabilirsiniz.
2. Kavisli yüzeylerde uygun kenarı seçin.
3. Merkezden kenarlara doğru sıvı ve hava tahliyesi yapın.
4. Çift mıknatıs ile filmi sabitleyebilirsiniz.","PPF, renkli/şeffaf folyo, cam filmi ve duvar kağıdı uygulamalarında kullanılır. Kavisli yüzeyler, köşeler ve boşluklarda mükemmel uyum sağlar.","• Çift taraflı tasarım - her iki yönde kullanım
• Çift mıknatıs - güçlü tutunma
• Kavisli yüzeylere mükemmel uyum
• Orta sertlikte TPU - boyaya güvenli"
SGPM002,"1. Mini ragleyi dar alanlara uygun şekilde tutun.
2. Sensör çevreleri, lambalar ve köşeler gibi ulaşılması zor alanlarda kullanın.
3. Hafif basınçla hava kabarcıklarını giderin.
4. Kıvrımlı yüzeylerde döndürerek çalışın.","Araç gövdesindeki dar alanlarda, ön/arka lambalarda, direklerde ve içten cam filmi uygulamalarında kullanılır. Ulaşılması zor alanlar için idealdir.","• 3 cm mini boyut - en zor alanlara ulaşır
• Kıvrımlar ve köşelerde işi kolaylaştırır
• Mıknatıslı tasarım
• Detay çalışmaları için ideal"
SGPM003,"1. Sağ açılı trapez şekli sayesinde cam filmi kenarlarında çalışın.
2. Sunroof, yan ve arka cam kenarlarında kullanın.
3. 85 derece açıyla sıvı tahliyesi yapın.
4. Fitil kenarlarında hassas çalışma için dar ucu kullanın.","Ön, arka, yan ve sunroof cam filmi uygulamalarında kullanılır. Özellikle cam kenarları ve fitil çevrelerinde idealdir.","• Sağ açılı trapez tasarım - cam filmi için özel
• Dar ve geniş uç kombinasyonu
• Fitil kenarlarında hassas çalışma
• Mıknatıslı TPU yapı"
SGPM004,"1. Dikdörtgen ragleyi düz yüzeylerde kullanın.
2. Kaput, tavan gibi geniş panellerde uzun çekişler yapın.
3. Merkezden kenarlara doğru eşit basınçla çalışın.
4. Hava kabarcıklarını ve sıvıyı tamamen tahliye edin.","Geniş alan uygulamaları için paneller, kapılar, çamurluklar ve tamponlarda kullanılır. Cam temizliği ve duvar kağıdı uygulamalarında da idealdir.","• Dikdörtgen tasarım - düz yüzeylerde maksimum kapsama
• 10 cm genişlik - geniş alanlarda verimli
• Mıknatıslı TPU yapı
• Çok amaçlı kullanım"
SGPM005,"1. Oval ragleyi avuç içinize oturtun.
2. Kapı kolu, far ve benzeri kavisli yüzeylerde kullanın.
3. Yuvarlak hareketlerle hava kabarcıklarını giderin.
4. Ergonomik tasarım sayesinde uzun süreli çalışmada yorulmayı azaltır.","Kapı kolu, far ve benzeri yüzeyler için kullanılır. PPF, folyo, cam filmi ve duvar kağıdı uygulamalarında da idealdir.","• Avuç içine oturan ergonomik tasarım
• Kavisli yüzeylerde mükemmel uyum
• Mıknatıslı TPU yapı
• Uzun süreli çalışmada konfor"
SGPM007,"1. Keçeli ragleyi PPF veya folyo üzerine yerleştirin.
2. Keçe tarafı yüzeye temas etmelidir.
3. Orta basınçla merkezden kenarlara çekin.
4. Keçe aşındığında SGPM008 yedek keçe ile değiştirin.","PPF, folyo, cam filmi ve duvar kağıdı uygulamalarında kullanılır. Kuru uygulama ve hassas yüzeylerde çizilmeyi önler.","• 3M yapışkanlı değiştirilebilir keçe
• Çizilmeyi önleyen yumuşak keçe kenarları
• Kuru uygulamaya uygun
• Aşınmaya dayanıklı, uzun ömürlü"
SGPM009,"1. PPF veya folyo tabakasını araç üzerine serin.
2. Folyo tutucu magneti folyonun üzerine yerleştirin.
3. Mıknatıs gücüyle filmi sabitleyerek konumlandırın.
4. Ragle ile çalışırken filmin kaymasını önleyin.
5. İşlem bitince yavaşça kaldırın.","PPF, folyo ve reklam filmi uygulamalarında filmi pozisyonlamak ve sabitlemek için kullanılır. Uygulama süresini kısaltır.","• 6 Neodimyum mıknatıs - 50 lbs çekme gücü
• Tek başına 5 metre genişliğinde film tutabilir
• Kauçuk kaplama - boyaya zarar vermez
• Kompakt tasarım - kolay saklama"
SGPM008,"1. Eski keçeyi ragleden sökün.
2. Ragle yüzeyini temizleyin.
3. Yeni keçenin yapışkan tarafındaki koruyucuyu kaldırın.
4. Keçeyi ragleye hizalayarak yapıştırın.
5. Sıkıca bastırarak sabitlenmesini sağlayın.",SGPM007 Keçeli Ragle'nin keçesi aşındığında veya deforme olduğunda değiştirmek için kullanılır.,"• 10'lu ekonomik paket
• 3M yapışkanlı - kolay montaj
• Aşınmaya dayanıklı yüksek kaliteli keçe
• Uzun ömürlü kullanım"
Q2M-PPFIK,"1. Yüzeyi yıkayın, demir/tar arındırın ve kurulayın.
2. Filmi panel üzerine serin, Kılavuzlu Kesici ile ana hatları kesin.
3. Ragle seçimi yapın: düz yüzey için orta sert, kavisli için yumuşak, detay için mini.
4. Merkezden dışa ragle hareketi ile hava/su tahliye edin.
5. Detay Kesici ve Cımbız ile kapı kolu, logo gibi hassas bölgeleri düzeltin.
6. Son kontrol yapın ve kenarları ısıyla sabitleyin.","PPF uygulaması, cam filmi ve vinil kaplama işlemlerinde profesyonel kurulum için kullanılır. Eğitim ve demo çalışmalarında da idealdir.","• 14 parça komple profesyonel set
• GYEON sertifikalı merkezlerde kullanılan orijinal ekipman
• Kesiciden ragleye, cımbızdan eldivene her şey dahil
• Güvenli bıçak atık yönetimi"
