sku,question,answer
Q2M-IWCR4000M,Bidondan sprey şişeye nasıl aktarılır?,Küçük porsiyonlar halinde 500 ml veya 1000 ml sprey şişelere aktararak kullanabilirsiniz.
Q2M-CCE,Kil boyada iz bırakır mı?,Coarse versiyon hafif matlaşma yapabilir; bu izler polisajla kolayca giderilir.
Q2M-CCE,Q²M Iron ile aynı anda kullanabilir miyim?,Evet. Kil kimyasal olarak çözünmez; Iron hem kaydırıcı hem kir çözücü işlevi görür.
Q2M-CCE,Düşürdüğüm kil parçasını tekrar kullanabilir miyim?,Hayır. Yere düşen kil partiküller toplar ve boyaya zarar verebilir.
Q2M-CCE,Yumuşak boyalı araçta güvenli mi?,Ağır kontaminasyon varsa kullanılabilir; polisaj planlıyorsanız ideal çözümdür.
700210,Asitli mi?,"Hayır, asit içermeyen formülü çelik, alaşım, krom ve cilalı jantlarda güvenlidir."
700210,Kokusu nasıl?,"Düşük sülfür kokulu, kiraz aroması sayesinde atölye içinde konforlu kullanım sunar."
700210,Seyreltme oranı nedir?,"Ağır kir için saf, standart bakım için 1:1, hafif kir için 1:2 oranında seyreltilebilir."
700210,Kaç araç için yeterli?,1:1 seyreltmeyle yaklaşık 60 araç jant temizliği için yeterlidir.
70864,Jant kaplamasına zarar verir mi?,"Hayır, asidik olmayan formül tüm jant türlerinde güvenlidir."
70864,Lastik yanağında kullanılabilir mi?,"Evet, kauçuk lastik yanaklar için de uygundur."
76006,Enzimli formülün avantajı nedir?,"Enzimler, kimyasal solventlere gerek kalmadan inatçı organik kirleri nazikçe çözer."
76006,Antioksidan film ne işe yarar?,Temizlik sonrası jant yüzeyinde koruyucu bir tabaka oluşturarak pas ve kir tutunmasını azaltır.
MGPS-2019KM,Kil boyaya zarar verir mi?,Doğru kaydırıcıyla kullanıldığında mikro çizik oluşturmaz; vernik için güvenlidir.
MGPS-2019KM,Ne sıklıkla kullanmalıyım?,Ortalama her yağ değişiminde (yaklaşık 10.000 km) veya polisaj/kaplama öncesinde.
MGPS-2019KM,Düştüğünde ne yapmalıyım?,Kil yere temas ederse içine kum girer; atıp yeni parça kullanmanız gerekir.
MGPS-2019KH,Medium Duty ile farkı nedir?,"Agresif kil daha sert ve kalın kirlerde etkilidir; mikro matlık bırakabilir, ardından hafif polisaj önerilir."
MGPS-2019KH,Boyaya zarar verir mi?,"Doğru kaydırıcıyla kullanıldığında güvenlidir; ancak hafif marring bırakabilir, polisaj ile giderilir."
MGPS-2019KH,Kil düştüğünde ne yapmalıyım?,Yüzeye kum yapışacağı için mutlaka atıp yeni parça kullanın.
Q2M-BGYA1000M,Sıcak panelde kullanabilir miyim?,"Hayır; yüzey serinlemeli, aksi hâlde ürün kurur ve iz bırakabilir."
Q2M-BGYA1000M,Plastik trim ve vinil yüzeylerde leke yapar mı?,"Yapmaz; plastik, kauçuk ve vinil ile tam uyumludur."
Q2M-TR4000M,Kaç araç için yeterli?,100 ml/araç tüketimle yaklaşık 40 araç için yeterlidir.
Q2M-TR4000M,Sprey şişeye aktarabilir miyim?,"Evet, küçük porsiyonlar halinde sprey şişeye aktararak kullanabilirsiniz."
Q2M-BGYA1000M,500 ml ile farkı nedir?,"Aynı formül, sadece daha büyük ve ekonomik paket."
Q2M-BGYA1000M,Seramik kaplamayı matlaştırır mı?,Hayır; kaplama güvenli formül hidrofobiyi bozmaz.
79293,Solvent içeriyor mu?,"Hayır, petrol damıtığı içermeyen su bazlı formüldür; çevreye ve korumalı yüzeylere daha güvenlidir."
79293,PPF üzerinde kullanılabilir mi?,Kullanmadan önce küçük bir bölgede test edin; yeni veya hassas PPF'lerde dikkatli olun.
Q2M-WSYA1000M,500 ml ile farkı nedir?,"Aynı formül, sadece daha büyük ve ekonomik paket."
Q2M-WSYA1000M,Seramik kaplamaya zarar verir mi?,"Hayır; asidik formül kaplamayı çözmez, yalnızca mineral kalıntıları hedefler."
701350,Seyreltme oranı nedir?,"Yeni lekeler için 1:5, eski inatçı lekeler veya koruyucu tabaka sökümü için saf kullanın."
701350,Cam ve farlarda kullanılabilir mi?,"Evet, cam ve farların olağanüstü temizliğinde saf olarak kullanılabilir."
701350,Boyasız yüzeylerde kullanılabilir mi?,"Hayır, boyasız veya aside duyarlı yüzeylerde saf olarak kullanmayın."
701350,500 ml ile farkı nedir?,"Aynı formül, sadece profesyonel kullanım için büyük ekonomik paket."
701350,Kaç araç için yeterli?,150 ml/araç tüketimle yaklaşık 30 araç için yeterlidir.
700888,Ne kadar seyretmeliyim?,"Manuel kullanımda 1:3 ila 1:5, otomatik sistemlerde 10-30 ml/araç dozajı önerilir."
700888,Kaç araç için yeterli?,1:5 seyreltme ve ortalama 150 ml/araç tüketimle yaklaşık 800+ araç için yeterlidir.
Q2M-WCYA4000M,WetCoat kuru yüzeyde kullanılabilir mi?,"Hayır, ürün sadece ıslak ve soğuk yüzeylerde kullanılmalıdır. Kuru yüzeyde kalıntı ve lekelenme riski oluşur."
Q2M-WCYA4000M,Camlarda kullanabilir miyim?,"Evet, özellikle yan ve arka camlarda etkili yağmur itici görevi görür. Ön camda 2-3 hafta koruma sağlar."
Q2M-WCYA4000M,Seramik kaplama üzerine uygulanabilir mi?,"Evet, kaplamayı tazeler ve boncuklama etkisini geri kazandırır. Koruyucu üst katman görevi görür."
Q2M-WCYA4000M,Ürünü bez ile yaymam gerekir mi?,"Hayır, gerekli değildir. Su ile aktifleşen formülü sayesinde yüzeye eşit şekilde yayılır."
Q2M-WCYA4000M,500ml şişe kaç uygulama yapar?,Araç başına ortalama 80ml kullanımla 6-7 tam uygulama yapılabilir.
Q2M-WCYA4000M,Plastik trimlerde güvenli mi?,"Evet, plastik trim, jant ve metal aksesuarlarda güvenle kullanılabilir."
Q2M-WCYA4000M,Seramik kaplama yerine geçer mi?,"Hayır, profesyonel seramik kaplamanın yerini tutmaz ancak ara bakımda mükemmel destek sağlar."
79304,Seyreltme oranları nedir?,"Yaz aylarında 1:1 (500ml ürün + 500ml su), bakım uygulamalarında 1:3 (250ml ürün + 750ml su) oranında seyreltilebilir."
79304,SC1 Sealant ile kombine edilebilir mi?,"Evet, SC1 Sealant veya SC0 Hydro Sealant ile kombine edildiğinde 9 aya kadar koruma sağlanır."
79304,Kalıntı bırakırsa ne yapmalı?,W1 Quick Detailer ile kalıntıları kolayca temizleyebilirsiniz.
Q2M-CDYA1000M,Wax üzerine uygulanabilir mi?,"Evet, uyumludur. Mevcut tabakanın parlaklığını ve kayganlığını artırır."
Q2M-CDYA1000M,Camda yağlı film oluşturur mu?,"Hayır, camda da boncuklanma sağlar. Fazla ürün kalırsa kuru bezle silin."
Q2M-CDYA1000M,Ne sıklıkla kullanmalıyım?,Hidrofobinin zayıfladığını gördüğünüzde veya 4-6 haftada bir yenileyin.
Q2M-QDYA1000M,Ürün yüzeyde kurursa iz kalır mı?,"Hayır, kuru mikrofiberle hafif silmek izleri anında kaldırır."
Q2M-QDYA1000M,Mat boya veya mat PPF'de kullanabilir miyim?,"Evet, parlaklık eklemez, sadece temiz ve kaygan bir film bırakır."
Q2M-QDYA1000M,Wax üstünde kullanım ne sağlar?,"Wax katmanını parlatır, kayganlığını yükseltir ve su boncuklanmasını güçlendirir."
79301,Seyreltme gerekir mi?,"Hayır, ürün saf olarak kullanılır, seyreltme gerekmez."
79301,Koruma etkisi ne zaman oluşur?,Tam koruma etkisi uygulamadan 7 saat sonra oluşur.
79301,İç mekanda kullanılabilir mi?,"Evet, iç mekan plastik yüzeylerde temizlik ve bakım amacıyla kullanılabilir."
Q2M-CRYA250M,Uygulama sonrası yağmur yağarsa ne olur?,1 saat içinde ıslanmazsa tam bağlanır; erken ıslanırsa paneli kurutup yeniden uygulayın.
Q2M-CRYA250M,Wax veya sealant üzerinde kullanabilir miyim?,"Evet, mevcut korumayı bozmaz, ekstra kayganlık ekler."
Q2M-CRYA250M,Ne sıklıkla yenilemeliyim?,4-6 haftada bir veya hidrofobinin zayıfladığını gördüğünüzde.
Q2M-CMR500M,Mat yüzeyde parlak film oluşturur mu?,"Hayır, tamamen mat bitiş korur; saten ışıltı eklemez."
Q2M-CMR500M,Islak panelde kullanmak avantaj sağlar mı?,"Evet, aynı anda kurutma kolaylığı sunar; hidrofobi seviyesi aynıdır."
Q2M-CMR500M,Parlak boyalı panelde kullanırsam ne olur?,"Parlaklığı hafifçe düşürür, yalnızca mat yüzeylerde kullanmanız önerilir."
Q2M-PPFMR500M,Mat folyo üzerinde parlak iz bırakır mı?,"Hayır, formül parlaklık artırıcı yağ içermez; mat dokuyu korur."
Q2M-PPFMR500M,UV koruması gerçekten fark yaratır mı?,Düzenli kullanımda sararma/tebeşirlenme sürecini belirgin şekilde yavaşlatır.
Q2M-PPFMR500M,Başka yüzeylerde kullanılır mı?,Boyalı panellerde güvenlidir ancak parlaklığı hafif matlaştırabilir; PPF/vinil odaklı kullanım önerilir.
700096,W1 Quick Detailer ile birlikte kullanılabilir mi?,"Evet, uygulamadan 20 dakika sonra W1 ile yüzeyi destekleyebilirsiniz."
700097,Su bazlı olmasının avantajı nedir?,Petrol türevi içermediği için sıcak parçalarda ve hassas boyalarda güvenle kullanılabilir.
700097,Klasik araçlar için neden önerilir?,"Orijinal boya dokusunu korumak isteyen kullanıcılar için, nazik formülü ile idealdir."
700097,Koruma süresi nasıl uzatılır?,W1 ve H2O Coat ile bakım yapıldığında koruma 9 aya kadar uzar.
75182,Durulamalı ve durulamasız metot arasındaki fark nedir?,"Durulamasız metot daha yoğun parlaklık sağlar, durulamalı metot ise daha hızlıdır ve geniş yüzeylerde kullanışlıdır."
75182,Plastik parçalarda iz bırakır mı?,"Hayır, formülü plastik yüzeylerde iz veya leke bırakmadan parlaklık ve koruma sağlar."
75182,Kaç farklı yüzeyde kullanılabilir?,"Boya, vernik, plastik trim ve alüminyum parçalar dahil tüm dış yüzeylerde güvenle kullanılabilir."
Q2-W175G,Kutu içeriğinde neler var?,"GYEON Q² Wax 175 gr, wax aplikatörü ve mikrofiber bez bulunmaktadır."
Q2-W175G,Kürleşme süresi ne kadar?,Minimum 30 dakika kürleşmeye bırakılmalıdır.
Q2-W175G,Tüm araç renklerinde kullanılabilir mi?,"Evet, tüm araç renkleriyle uyumludur ve olağanüstü parlaklık ile kayganlık sunar."
74062,Ne kadar seyreltilmelidir?,Standart kullanımda 1:100 oranında (10-20 ml ürün / 1 litre su) seyreltilir.
74062,Köpük tabancası ile kullanılabilir mi?,"Evet, köpük tabancası için 1:3'e kadar konsantre kullanılabilir (gerçek seyreltme 1:15-1:60 arası)."
74062,Yüzey kuru olmalı mı?,"Hayır, ürün ıslak yüzeye uygulanır ve ardından durlanır."
71331,Durulama gerekiyor mu?,"Hayır, püskürtme sonrası durulama gerekmez; yüzeyde kalan film tabaka parlatıcı etkiyi oluşturur."
71331,Otomatik sistemlerde nasıl kullanılır?,Araç başına 10-30 ml saf ürün sistem dozaj pompası ile uygulanır.
71331,pH değeri nedir?,"Ürünün pH değeri 4.75'tir, bu sayede su izlerini azaltır ve kurulamayı kolaylaştırır."
70545,Osmoz suyu ile neden uyumlu?,Alkol bazlı formülü sayesinde osmoz veya sert su ile kullanıldığında beyaz birikinti bırakmaz.
70545,Seyreltme oranı nedir?,"Manuel kullanımda 1:100 - 1:200, otomatik sistemlerde araç başına 10-20 ml önerilir."
70545,Hangi yüzeylerde kullanılır?,Araç gövdesi ve tüm dış yüzeylerde güvenle kullanılabilir.
75016,Çamurlu yüzeylerde kullanılabilir mi?,"Kalın çamur veya tortu varsa önce basınçlı suyla ön yıkama yapmanız önerilir, aksi halde mikro çizik riski oluşabilir."
75016,Çift bez yöntemi nedir?,"Birinci nemli bezle kiri kaldırırsınız, ikinci kuru bezle parlak bitiş yaparsınız."
75016,SiO² koruma süresi ne kadar?,"SiO² katkılı formül kısa süreli hidrofobik koruma sağlar, düzenli kullanımla sürdürülebilir."
Q2M-WCYA4000M,4000 ml ile kaç araç yapılabilir?,Ortalama 80 ml/araç tüketimle 49-56 araç uygulaması yapılabilir.
Q2M-WCYA4000M,500 ml ve 1000 ml versiyonlardan farkı nedir?,"Sadece ambalaj boyutu farkı vardır, formül aynıdır. 4L versiyon profesyonel kullanım için daha ekonomiktir."
Q2M-WCYA4000M,Seramik kaplama üzerine uygulanabilir mi?,"Evet, kaplamayı tazeler ve boncuklama etkisini geri kazandırır."
78779,Islak ve kuru yüzeyde nasıl kullanılır?,"Her iki durumda da kullanılabilir. Islak yüzeyde kurutma yardımı, kuru yüzeyde parlatma amaçlı uygulanır."
78779,Köpük tabancası ile seyreltme oranı nedir?,Köpük başlığı için saftan 1:15'e kadar seyreltme kullanılabilir.
78779,Osmoz suyu ile uyumlu mu?,"Evet, osmoz veya sert su ile tam uyumludur ve zemin/kaportada kalıntı bırakmaz."
Q2-QV120M,Silecek kullanmadan mı sürülür?,70 km/sa üzerindeki hızlarda genellikle silecek gerekmez; yine de görüşe göre kullanabilirsiniz.
Q2-QV120M,Yan aynalara da uygulanır mı?,"Evet, tüm dış cam ve ayna yüzeylerinde etkilidir."
Q2-QV120M,Tek kat yeterli mi?,"Evet, tek kat 6 aya kadar koruma sağlar; dilediğinizde tazeleyebilirsiniz."
Q2M-CDYA1000M,Wax veya sealant üzerine uygulanabilir mi?,"Evet, uyumludur; mevcut tabakanın parlaklığını ve kayganlığını artırır."
Q2M-CDYA1000M,Camda yağlı film oluşturur mu?,"Hayır; camda da boncuklanma sağlar, fazla ürün kalırsa kuru bezle silin."
Q2M-CDYA1000M,Ne sıklıkla kullanılmalı?,Hidrofobinin zayıfladığını gördüğünüzde veya 4-6 haftada bir yenileyin.
Q2M-QDYA1000M,Ürün yüzeyde kurursa iz kalır mı?,Hayır; kuru mikrofiberle hafif silmek izleri anında kaldırır.
Q2M-QDYA1000M,Mat boya veya mat PPF'de kullanılabilir mi?,"Evet; parlaklık eklemez, sadece temiz ve kaygan bir film bırakır."
Q2M-TOTR1000M,Seramik kaplamayı tamamen söker mi?,"Evet, 1-2 uygulamada kaplamayı kimyasal olarak zayıflatır; gerektiğinde hafif polisajla tamamlanabilir."
Q2M-TOTR1000M,Mat/satin boyada iz bırakır mı?,"Hayır, aşındırıcı içermez; mat dokuyu parlatmaz. Durulama sonrası iz kalmaz."
Q2M-TOTR1000M,Trim ve krom parçalar güvenli mi?,"Evet, pH-nötr formül metal/trim üzerinde leke yapmaz; yine de 60 sn'den fazla bekletmeyin."
Q2M-TOTR1000M,500 ml versiyonundan farkı nedir?,"Sadece ambalaj boyutu farkı vardır, formül aynıdır. 1L versiyon profesyonel kullanım için daha ekonomiktir."
Q2M-TOTR1000M,Mat/satin boyada iz bırakır mı?,"Hayır, aşındırıcı içermez; mat dokuyu parlatmaz."
Q2M-TOTR1000M,Uygulama sonrası hemen kaplama yapılabilir mi?,"Hayır, Total Remover'dan sonra panel Q²M Prep ile silinmeli ve tamamen kurulanmalıdır."
75182,750 ml versiyonundan farkı nedir?,"Sadece ambalaj boyutu farkı vardır, formül aynıdır. 5L versiyon profesyonel kullanım için daha ekonomiktir."
75182,Çizilmelere karşı koruma sağlar mı?,"Evet, nano teknolojisi sayesinde yüzeyde çizilmelere karşı dirençli bir tabaka oluşturur."
75182,Kayganlık hissi verir mi?,"Evet, balmumu içeriği sayesinde mükemmel bir kayganlık hissiyatı verir."
74059,UV-aktif ne demek?,"Formül UV ışığıyla aktive olur ve 3 saat içinde tam sertleşir, bu sayede maksimum koruma sağlar."
74059,Seyreltme oranları nedir?,Saf uygulanabildiği gibi 1:25'e kadar sulandırılabilir. Amaç ve uygulama yöntemine göre değişir.
74059,Kürleşme süresi nedir?,Tam koruyucu film uygulamadan 3 saat sonra optimum sertliğe ulaşır. Bu süre içinde yüzeyi yağmurdan koruyun.
700096,500 ml versiyonundan farkı nedir?,"Sadece ambalaj boyutu farkı vardır, formül aynıdır. 5L versiyon profesyonel kullanım için çok daha ekonomiktir."
700096,Koruma süresi nasıl uzatılır?,Her 3 yıkamada bir H2O Coat ile bakım yapıldığında koruma 8 aya kadar uzar.
700096,Seramik kaplama ile uyumlu mu?,"Evet, seramik kaplamalı yüzeyler için de uygundur ve mevcut korumayı destekler."
373680,Hangi tabanlıklar uyumludur?,125mm ve 150mm M14 dişli tabanlıklar kullanılabilir. Maksimum 160mm çapında polisaj süngerleriyle çalışır.
373680,Rotary makine yeni başlayanlar için uygun mu?,Rotary makineler yüksek kesim gücü nedeniyle deneyim gerektirir. Yeni başlayanlar önce DA/orbital makinelerle pratik yapmalıdır.
373680,Aşırı ısınma durumunda ne olur?,VR elektroniği aşırı ısınmayı algıladığında makineyi otomatik koruma moduna alır ve güvenli çalışma sağlar.
406813,14-2 150 modelinden farkı nedir?,14-3 125 modeli 125mm tabanlık ile daha kompakt olup dar alanlarda çalışmaya uygundur. 14-2 150 modeli 150mm tabanlık destekler.
406813,Hangi pastalarla kullanılmalı?,"Rotary makineler genellikle kalın kesim pastaları (Menzerna 300, GYEON Compound) ile kullanılır. Finisaj için ince pasta gerekir."
406813,Garanti süresi ne kadar?,FLEX yetkili servis garantisi 2 yıldır.
533019,Bir aküyle ne kadar çalışır?,Maksimum devirde yaklaşık 30 dakika çalışma süresi sağlar. Düşük devirlerde bu süre uzar.
533019,Kablolu modeller kadar güçlü mü?,Kömürsüz motor ve CDC elektronik sayesinde kablolu modellerle karşılaştırılabilir performans sunar.
533019,Şarj süresi ne kadar?,CA 12/18V hızlı şarj cihazı ile 40-45 dakikada tam şarj olur.
SGGF179,Çift dişli sistemin avantajı nedir?,Motor gücünü torka dönüştürerek düşük devirlerde bile yüksek güç sağlar. Makinenin bayılmasını önler ve servis ömrünü uzatır.
SGGF179,Karbon fırça değişimi nasıl yapılır?,Sökülebilir hava çıkış kapağı sayesinde karbon fırça değişimi kolayca yapılabilir. Yedek fırça kutu içeriğinde mevcuttur.
SGGF179,FLEX rotary ile karşılaştırması nasıl?,"SGCB daha ekonomik bir alternatiftir. FLEX premium VR elektronik ve daha uzun garanti sunarken, SGCB benzer güç çıkışını uygun fiyata sağlar."
SGGF179,150mm model yerine ne zaman tercih edilmeli?,"Ayna kapakları, kapı köşeleri, tampon kenarları gibi dar alanlarda ve spot çizik onarımlarında 75mm model tercih edilmelidir."
SGGF179,Büyük panellerde kullanılabilir mi?,Teknik olarak mümkün olsa da verimsizdir. Büyük paneller için 125mm veya 150mm tabanlıklı makineler önerilir.
SGGF179,Hangi pedler uyumludur?,75mm (3 inç) çapında M14 dişli tabanlık ve buna uygun küçük polisaj pedleri kullanılır.
418072,Gear Driven ne demek?,"Dişli sistemiyle zorlanmalı dönüş sağlar. Baskı altında bile ped durmaz, sabit hızda döner. Bu sayede rotary benzeri kesim gücü elde edilir."
418072,Free spinning DA'dan farkı nedir?,"DA makinelerde baskı artınca ped yavaşlar/durabilir. Gear driven sistemde ped her koşulda sabit hızda döner, daha yüksek kesim sağlar."
418072,Hologram yapar mı?,Orbital hareket sayesinde rotary makinelerin aksine hologram bırakmaz. Hem ağır kesim hem hologramsız finisaj tek makinede mümkündür.
533020,Kablolu XCE 10-8 ile aynı performansı verir mi?,"Evet, kömürsüz motor ve CDC elektronik sayesinde kablolu modelle karşılaştırılabilir performans sunar."
533020,Bir aküyle ne kadar çalışır?,Maksimum devirde yaklaşık 40 dakika çalışma süresi sağlar.
533020,Titreşim sorunu var mı?,Yeni nesil dişli kutusu sayesinde titreşim minimuma indirilmiştir. Orijinal FLEX aksesuarları kullanılması önemlidir.
447129,Büyük panellerde kullanılabilir mi?,Teknik olarak mümkün olsa da mini orbital dar alanlar ve detay çalışmaları için tasarlanmıştır. Büyük paneller için 125mm veya 150mm makineler tercih edilmelidir.
447129,Hangi pedler uyumludur?,75mm (3 inç) çapında orijinal FLEX pedler ve uyumlu mini pedler kullanılabilir. Maksimum 80mm ped çapı desteklenir.
447129,XFE 7-15 ile farkı nedir?,"XFE 7-12 80 mini orbital (75mm), dar alanlar için tasarlanmıştır. XFE 7-15 150 daha büyük tabanlık (150mm) ile geniş paneller için uygundur."
418080,Rotary makine yerine kullanılabilir mi?,DA/orbital makineler ağır çizik gidermede rotary kadar etkili değildir. Ancak hafif-orta çizikler ve finisaj için mükemmeldir. İdeal kullanım rotary sonrası ikinci aşamadır.
418080,125mm ve 150mm tabanlık ne zaman kullanılır?,"125mm dar alanlar ve küçük paneller için, 150mm geniş paneller ve hızlı kaplama için tercih edilir."
418080,Hologram yapar mı?,"Hayır, serbest dönüşlü orbital sistem hologram bırakmaz. Aksine rotary sonrası oluşan hologramları gidermek için idealdir."
533021,XFE 7-15 kablolu ile aynı performansı verir mi?,"Evet, kömürsüz motor ve CDC elektronik sayesinde kablolu modelle aynı performansı sunar."
533021,Bir aküyle ne kadar çalışır?,Maksimum devirde yaklaşık 40 dakika çalışma süresi sağlar. İkinci aküyle toplam 80 dakika kesintisiz çalışabilirsiniz.
533021,Rotary işlemler için uygun mu?,"Hayır, bu bir orbital makinedir. Ağır çizik giderme için rotary veya gear driven makine gerekir. Finisaj ve hafif düzeltmeler için idealdir."
SGGF181,FLEX orbital ile karşılaştırması nasıl?,"SGCB daha ekonomik bir alternatiftir. FLEX premium VR elektronik ve daha gelişmiş titreşim kontrolü sunarken, SGCB benzer salınım ve güç çıkışını uygun fiyata sağlar."
SGGF181,Sette hangi ürünler var?,"MG Pads Hare/Hologram Keçesi 130mm, Kırmızı İnce Pasta Süngeri 150/130, Sarı Hare/Hologram Süngeri 150/130 ve yedek kömür dahildir."
SGGF181,Düşük devirde bayılır mı?,"Hayır, 950W bakır kaplama motor düşük devirlerde bile sabit performans sağlar."
SGGF181,125mm modelden farkı nedir?,75mm model dar alanlar ve detay çalışmaları için tasarlanmıştır. 125mm model geniş paneller için daha verimlidir.
SGGF181,FLEX XFE 7-12 80 ile karşılaştırması?,"SGCB daha ekonomik bir alternatiftir. FLEX premium VR elektronik ve daha gelişmiş titreşim kontrolü sunarken, SGCB benzer işlevselliği uygun fiyata sağlar."
SGGF181,Spot onarımlar için uygun mu?,"Evet, 75mm tabanlık ve kompakt tasarım spot çizik onarımları ve bölgesel düzeltmeler için idealdir."
418102,Büyük panellerde kullanılabilir mi?,Nano polisaj makineleri bölgesel onarımlar ve detay çalışmaları için tasarlanmıştır. Büyük paneller için 125mm veya 150mm makineler tercih edilmelidir.
418102,Rotary ve orbital mod ne zaman kullanılır?,"Rotary mod ağır çizik giderme ve kesim için, orbital mod (12mm) hologram giderme ve finisaj için, 3mm salınım ise hassas zımparalama için kullanılır."
418102,Sette neler var?,"Rotary, 3mm ve 12mm salınım aparatları, 30mm/75mm tabanlıklar, 2x 2.5Ah akü, şarj cihazı ve L-BOXX taşıma çantası dahildir."
513547,Aküler tüm cihazlarda ortak mı?,"Evet, FLEX 10.8V akü sistemi tüm set içeriğindeki cihazlarla uyumludur. 3 adet 2.5Ah akü ve 2 şarj cihazı dahildir."
513547,Fırça seti nelerde kullanılır?,"50mm, 75mm ve 100mm çapında yumuşak kıllı fırçalar kumaş, plastik ve hassas yüzeylerin detaylı temizliği için kullanılır. Matkaba takılarak döner hareketle temizlik yapılır."
513547,Seti ayrı ayrı almaktan avantajı nedir?,"Komple set olarak daha ekonomik fiyat, uyumlu akü sistemi ve organize taşıma çantası avantajı sağlar."
SGGF273,FLEX PXE 80 ile karşılaştırması?,"SGCB daha ekonomik ve 65 parça aksesuar dahil. FLEX premium kalite, EMS koruma sistemi ve daha gelişmiş aparat değişim sistemi sunar."
SGGF273,Bir aküyle ne kadar çalışır?,Maksimum hızda yaklaşık 20 dakika çalışma süresi sağlar. 60 dakikada tam şarj olur.
SGGF273,Sette hangi aksesuarlar var?,"36 adet farklı boyut ve sertlikte polisaj süngeri, 18 adet polisaj keçesi, 3 farklı tabanlık, 3 salınım aparatı, 2 akü ve şarj cihazı dahildir."
447706,Polisaj makinesi olarak kullanılabilir mi?,"Hayır, bu bir zımpara makinesidir. Polisaj için orbital veya rotary polisaj makineleri kullanılmalıdır."
447706,Toz emici bağlamadan kullanılabilir mi?,"Evet, entegre PES filtre kartuşu ile tozsuz çalışabilir. Daha etkili toz kontrolü için harici toz emiciye bağlanabilir."
447706,Hangi zımparalar uyumludur?,"150mm çapında cırt cırtlı, çok delikli tüm zımpara diskleri uyumludur."
530632,Yuvarlak zımpara makinelerinden farkı nedir?,Rende tipi (dikdörtgen) taban dar ve düz yüzeylerde daha hassas çalışma sağlar. Köşelere ve kenarlara erişim daha kolaydır.
530632,Toz emme sistemi dahil mi?,"Evet, PES filtre kartuşlu entegre kendinden emme sistemi dahildir. İsteğe bağlı harici toz emiciye bağlanabilir."
530632,ORE 5-150 modelden farkı nedir?,"OSE rende (dikdörtgen) tabanlı, ORE yuvarlak tabanlıdır. OSE dar alanlar ve kenarlar için, ORE geniş düz yüzeyler için daha uygundur."
516112,Başka makinelerle kullanılabilir mi?,"Hayır, bu aparat sadece FLEX PXE 80 nano polisaj makinesi için tasarlanmıştır."
516112,Konik ve silindirik sünger farkı nedir?,"Konik süngerler dar köşeler ve V şekilli alanlara, silindirik süngerler düz dar yüzeylere uygundur."
516112,Maksimum hız ne kadar?,Esnek mil 6000 rpm'e kadar güvenle çalışabilir.
513547-01,513547 setinden farkı nedir?,Bu set sadece DD 2G matkap ve 3'lü fırça içerir. 513547 seti ek olarak PXE 80 nano polisaj makinesini de içerir.
513547-01,Fırçalar hangi yüzeylerde kullanılır?,"Ekstra yumuşak kıllar sayesinde kumaş koltuklar, plastik trimler ve hassas yüzeylerde güvenle kullanılabilir. Asit ve kostiğe dayanıklıdır."
513547-01,Delme kapasitesi ne kadar?,"Ahşapta 25mm, metalde 10mm maksimum delme çapı sağlar."
SGGC055,Solvent bazlı temizleyiciler kullanılabilir mi?,"Hayır, solvent ve asit bazlı, yanıcı temizleyiciler için uygun değildir."
SGGC055,Hangi kompresör gerekli?,Minimum 90 psi (6.2 bar) basınç sağlayan kompresör gereklidir.
SGGC055,Yedek parça bulunur mu?,"Evet, kutu içerisinde 1 adet yedek bilya ve 1 adet yedek kılcal hortum bulunmaktadır."
532579,PPF sökümünde hangi sıcaklık kullanılır?,PPF sökümünde genellikle 80-120°C arası düşük sıcaklık kullanılır. Yüksek sıcaklık boyaya zarar verebilir.
532579,Ne kadar sürede ısınır?,Hızlı ısınma özelliği sayesinde saniyeler içinde kullanıma hazır hale gelir.
532579,Nozullar nasıl değiştirilir?,Cihaz soğukken nozul vidalanarak veya geçmeli olarak takılır/çıkarılır. 4 farklı nozul kutu içeriğinde dahildir.
SGGC086,Boyalı yüzeylere zarar verir mi?,"Hayır, yumuşak plastik ucu sayesinde boyalı yüzeylerde güvenle kullanılabilir."
SGGC086,Hangi kompresörlerle uyumlu?,Standart hava bağlantı hattına sahip tüm kompresörlerle uyumludur. 90-120 psi çalışma basıncı önerilir.
SGGC086,SGGS003 ve SGGS006'dan farkı nedir?,Bu model yumuşak plastik uçlu ve çizme karşıtı özelliğe sahiptir. Diğerleri PA66 malzeme gövdeli standart nozul versiyonlarıdır.
530537,Kutu içeriğinde ne var?,"Hava üfleyici, düz nozul, ince uçlu nozul, uzatma aparatı, giriş filtresi, 18V 5.0Ah akü ve hızlı şarj cihazı dahildir."
530537,Kompresör hava tabancası yerine kullanılabilir mi?,"Evet, kablosuz olması avantaj sağlar ancak kompresör tabancası kadar güçlü basınç üretmez. Kurutma ve toz temizliği için idealdir."
530537,Diğer FLEX akülerle uyumlu mu?,"Evet, tüm FLEX 18V akü sistemi ile uyumludur."
SGGS003,Uzun nozul versiyonu var mı?,"Evet, SGGS006 uzun nozullu versiyon mevcut olup daha derin alanlara erişim için uygundur."
SGGS003,PA66 malzeme dayanıklı mı?,"Evet, PA66 ısıya dayanıklı, elektrik yalıtımlı ve darbeye karşı dirençli yüksek kaliteli mühendislik plastiğidir."
