sku,question,answer
Q2-BS30M,High spot görüyorum — Neden? (ve şimdi ne yapmalıyım?),Flor bazı sayesinde ürün anında flash yapar — high spot fark ediyorsanız bunlar seramik alt kaplamadan kaynaklanır ve Q² Booster uygulamasından önce mevcuttu.
Q2-SLE50M,Kaplama uygulamadan önce boya korreksiyonu zorunlu mu?,Hayır — ancak yüzey hazırlığı (dekontaminasyon ve yağ alma) kritik öneme sahiptir. Daha fazla ürüne özel detay için kullanım kılavuzunu takip edin.
Q2-MLE100M,Çıkarılabilir mi?,Evet — çıkarmak için kesim pastası ve uygun bir ped ile mekanik cilalama gerekir.
Q2-MTEL50M,"Boncuklanma kayboldu, ne yapmalıyım?",Tam bir bakım yıkamasından sonra Q²M Iron ve Q²M Tar ile yüzey dekontaminasyonu yapın.
Q2-PLE50M,Bu ürünle kaplı bir araç nasıl bakım görür?,"Normal yıkama rutininizde Q²M Bathe+, Q²M Cure veya Q²M WetCoat kullanmanızı öneririz. Kaplama pH 3 ile 11 arası kimyasallara dirençli olarak tasarlanmıştır, bu nedenle günlük bakım sırasında çok çeşitli kimyasallara izin verilir."
Q2-OLE100M,Boyaya zarar veren su lekeleri veya kuş pisliklerini önler mi?,Evet — ancak bu tür kontaminasyonlar mümkün olan en kısa sürede boyadan temizlenmelidir.
_BRAND:gyeon:q2_general,Başka bir kaplamanın üzerine üst kat olarak kullanabilir miyim?,"Evet, kaliteli herhangi bir seramik kaplamanın üst katı olarak uygulanabilir."
Q2-CCE200M,Bu ürünle kaplı bir araç nasıl bakım görür?,"Normal yıkama rutininizde Q²M Bathe+, Q²M Cure veya Q²M WetCoat kullanmanızı öneririz. Kaplama pH 3 ile 11 arası kimyasallara dirençli olarak tasarlanmıştır, bu nedenle günlük bakım sırasında çok çeşitli kimyasallara izin verilir."
Q2-W175G,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Tüpün hem üst şeffaf kapağını hem de üst vidasını düzgünce kapattığınızdan emin olun. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır."
Q2-PPFE50M,"Boncuklanma kayboldu, ne yapmalıyım?",Tam bir bakım yıkamasından sonra Q²M Iron REDEFINED ile yüzey dekontaminasyonu yapın. Başlangıçtaki itme özelliğini geri kazanmak için Q²M PPF Maintain REDEFINED veya Q²M WetCoat kullanın.
Q2-FCNA400M,Ürünü kullandığım yüzey yapışkan — bu normal mi?,"Hayır, yapışkan olmamalı. Q² FabricCoat hızlı kuruyacak şekilde formüle edilmiştir. Çok yavaş kurursa (ürünü aşırı uyguladıysanız) yapışkan/tutucu olabilir. Bu durumda tekstili sıcak suya batırılmış kısa tüylü mikrofiber bezle temizleyin."
Q2-BS30M,Boyaya zarar veren su lekeleri veya kuş pisliklerini önler mi?,Evet — ancak bu tür kontaminasyonlar mümkün olan en kısa sürede boyadan temizlenmelidir.
Q2-SLE50M,"Boncuklanma kayboldu, ne yapmalıyım?",Tam bir bakım yıkamasından sonra Q²M Iron ve Q²M Tar ile yüzey dekontaminasyonu yapın. Başlangıçtaki itme özelliğini geri kazanmak için Q²M Cure veya Q²M WetCoat kullanın.
Q2-MLE100M,Bu ürünle kaplı bir araç nasıl bakım görür?,"Normal yıkama rutininizde Q²M Bathe+ ve Q²M WetCoat kullanmanızı öneririz. Kaplama, pH 2 ile 11 arası kimyasallara dirençli olarak tasarlanmıştır."
Q2-MTEL50M,Ne kadar dayanır?,Q² Matte EVO 24 ay / 30.000 km'ye kadar dayanır.
Q2-PLE50M,Boyaya zarar veren su lekeleri veya kuş pisliklerini önler mi?,Evet — ancak bu tür kontaminasyonlar mümkün olan en kısa sürede boyadan temizlenmelidir.
Q2-OLE100M,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 12 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir."
_BRAND:gyeon:q2_general,Q² CanCoat Pro EVO hangi yüzeylere uygulanabilir?,"Q² CanCoat Pro EVO çok yönlü bir üründür. Boya, trim, jant, metal, karbon fiber ve PPF/Vinil üzerine uygulayabilirsiniz."
Q2-CCE200M,Başka bir kaplamanın üzerine üst kat olarak kullanabilir miyim?,"Evet, kaliteli herhangi bir seramik kaplamanın üst katı olarak uygulanabilir."
Q2-PPFE50M,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır."
Q2-BS30M,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 12 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir."
Q2-SLE50M,Boyaya zarar veren su lekeleri veya kuş pisliklerini önler mi?,Evet — ancak bu tür kontaminasyonlar mümkün olan en kısa sürede boyadan temizlenmelidir.
Q2-MLE100M,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 12 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir."
Q2-MTEL50M,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 12 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir."
Q2-PLE50M,High spot görüyorum — neden (ve ne yapmalıyım)?,Uygulamadan hemen sonra Q²M Prep ve Q²M Polishwipe ile birden fazla silim yardımcı olabilir. Ertesi gün polisaj makinesi kullanmanız gerekecektir.
Q2-OLE100M,"Boncuklanma kayboldu, ne yapmalıyım?",Tam bir bakım yıkamasından sonra Q²M Iron ve Q²M Tar ile yüzey dekontaminasyonu yapın. Başlangıçtaki itme özelliğini geri kazanmak için Q²M Cure veya Q²M WetCoat kullanın.
_BRAND:gyeon:q2_general,Üzerine ek kaplama uygulayabilir miyim?,Hayır.
Q2-CCE200M,Ürünün kuruması/kürlenmesi ne kadar sürer?,Q² CanCoat EVO uygulamasını bitirdiğinizde araç 12 saat garaj/stüdyoda kalmalıdır. Sonraki 7 gün boyunca kimyasallar/deterjanlarla teması önleyin.
Q2-BS30M,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,Kaplama açıldıktan sonra tamamen kullanılmalıdır.
Q2-SLE50M,Bu ürünle kaplı bir araç nasıl bakım görür?,"Normal yıkama rutininizde Q²M Bathe+ ve Q²M WetCoat kullanmanızı öneririz. Kaplama, pH 2 ile 11 arası kimyasallara dirençli olarak tasarlanmıştır."
Q2-MLE100M,Üst kaplama olarak kullanılabilir mi?,Hayır.
Q2-MTEL50M,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır."
Q2-PLE50M,"Boncuklanma kayboldu, ne yapmalıyım?",Tam bir bakım yıkamasından sonra Q²M Iron REDEFINED ve Q²M Tar REDEFINED ile yüzey dekontaminasyonu yapın. Başlangıçtaki itme özelliğini geri kazanmak için Q²M Cure REDEFINED veya Q²M WetCoat kullanın.
Q2-OLE100M,Q² One EVO hangi yüzeylere uygulanabilir?,Bu kaplama aracınızın tüm boyalı yüzeyleri için tasarlanmıştır.
_BRAND:gyeon:q2_general,Gyeon Certified Detailer olmadan satın alabilir miyim?,"Hayır, Q² CanCoat Pro EVO yalnızca Gyeon Certified Detailer'lara özeldir."
Q2-CCE200M,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Birlikte gelen sprey başlığını çıkarın ve temizleyin. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır."
Q2-SLE50M,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 12 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir."
Q2-MLE100M,Üzerine ek kaplama/wax/sealant uygulayabilir miyim?,Evet — Q² CanCoat EVO veya kaliteli doğal bir wax kullanmanızı öneririz.
Q2-PLE50M,Ürünün kuruması/kürlenmesi ne kadar sürer?,"Ürün uygulamadan sonra atmosferik etkilere maruz kalmadan en az 12 saat, deterjanlı yıkama yapılmadan da 14 gün daha bekletilmelidir."
Q2-OLE100M,Sette gelen Q²M CURE REDEFINED ne zaman uygulanmalı?,Q²M Cure REDEFINED'in uygulamadan en az 12 saat sonra ve her yıkamadan sonra bakım ürünü olarak uygulanmasını öneririz.
_BRAND:gyeon:q2_general,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Birlikte gelen sprey başlığını çıkarın ve temizleyin. Kutuyu orijinal metal kapağıyla kapatın. Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır."
Q2-SLE50M,Üzerine ek kaplama uygulayabilir miyim?,"Q² CanCoat EVO kullanabilirsiniz, ancak yalnızca en az 6 ay sonra bakım amaçlı."
Q2-MLE100M,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır."
Q2-PLE50M,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır."
Q2-OLE100M,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır."
Q2-SLE50M,Açıldıktan sonra ürün nasıl saklanır? Raf ömrü ne kadardır?,"Kuru, karanlık ve serin bir yerde saklayın. Lütfen donmasına izin vermeyin ve güneş ışığına maruz bırakmayın. Açıldıktan sonra 'kullanılabilir' raf ömrü 2 yıldır."
Q2M-PPFSL4000M,Bu ürün nedir?,"Q²M PPF Slip, tüm PPF tipleri için konsantre bir kurulum sıvısıdır. Malzemeyi kaldırırken kusur riskini azaltır."
Q2M-GP250M,Bu ürün nedir?,"Q²M GlassPolish, bir cam pastası ve kaplama öncesi temizleyicidir."
_BRAND:gyeon:q2m_general,Bu ürün nedir?,"Q²M DeFrost, anında çalışan bir araç camı buz çözücüdür."
Q2M-GPYA1000M,Bu ürün nedir?,"Q²M Glass+, hidrofobik bir cam temizleyicidir."
_BRAND:gyeon:q2m_general,Bu ürün nedir?,"Q²M Scents, popüler ürünlerimizin en tanınan kokularından oluşturulmuş bir iç mekan kokusudur."
Q2M-EW1000M,Bu ürün nedir?,"Q²M ECOWash, konsantre bir susuz ve durulamasız yıkama; aynı zamanda kaygan ve parlak bir kurulama yardımcısıdır."
Q2M-TOTR1000M,Bu ürün nedir?,Q²M TotalRemover bir kaplama ve sealant sökücüsüdür. Araçların dış yüzeylerinden hasara yol açmadan her şeyi söker.
Q2M-CDYA1000M,Bu ürün nedir?,"Q²M CeramicDetailer, seramik kaplı araçlar için kaygan ve parlak bir detayer'dır."
Q2M-FCNA1000M,Bu ürün nedir?,"Q²M FabricCleaner, etkili ama güvenli bir tekstil temizleyicisidir."
Q2M-APYA4000M,Bu ürün nedir?,"Q²M APC, konsantre, seyreltilebilir, güçlü çok yüzeyli bir temizleyicidir."
Q2M-IWCR4000M,Bu ürün nedir?,"Q²M Iron WheelCleaner REDEFINED, özel bir jant temizleyici ve metal kontaminasyon sökücüsüdür."
Q2M-RWYA1000M,Bu ürün nedir?,"Q²M RestartWash, kil çubuğu kullanmadan herhangi bir otomotiv film ve boyadan hafif demir kalıntılarını çözebilen etkili bir dekontaminasyon şampuanıdır."
Q2M-PPFW500M,Bu ürün nedir?,"Q²M PPF Wash, kil çubuğu kullanmadan herhangi bir otomotiv film ve boyadan hafif demir kalıntılarını çözebilen etkili bir dekontaminasyon şampuanıdır."
Q2M-PPFMR500M,Bu ürün nedir?,"Q²M PPF Maintain REDEFINED, parlak veya mat PPF ve vinil sargılar için tasarlanmış silika bazlı bir sprey sealant'tır."
Q2M-TWYA500M,Bu ürün nedir?,"Q²M TowelWash, mikrofiber deterjandır."
Q2M-PRYA250M,Bu ürün nedir?,"Q²M Preserve, iç plastik bakım/onarıcısıdır."
_BRAND:gyeon:q2m_general,Bu ürün nedir?,"Q²M Glass, bir cam temizleyicidir."
Q2M-CRYA250M,Bu ürün nedir?,"Q²M Cure REDEFINED, parlak bitiş boyalar için tasarlanmış silika bazlı bir sprey sealant'tır."
Q2M-CMR500M,Bu ürün nedir?,"Q²M Cure Matte REDEFINED, mat bitiş boyalar için tasarlanmış silika bazlı bir sprey sealant'tır."
_BRAND:gyeon:q2m_general,Bu ürün nedir?,"Q²M WetCoat Essence, konsantre, anlık hidrofobiklik artırıcısıdır. Koruyucu bir kaplama değildir; güçlü bir itici ve self-cleaning ajan olarak değerlendirilmelidir."
Q2M-WCYA4000M,Bu ürün nedir?,"Q²M WetCoat, anlık hidrofobik artırıcı sealant'tır. Koruyucu bir kaplama değildir; güçlü bir itici ve self-cleaning ajan olarak değerlendirilmelidir."
Q2M-PO1000M,Bu ürün nedir?,"Q²M Polish, hafif çizikleri gidermek ve berrak bir bitiş hedeflemek için orta kesimli bir pastadır."
Q2M-CM1000M,Bu ürün nedir?,"Q²M Compound, svirl ve orta dereceli çizikleri gidermek için yüksek kesimli bir pasta — mükemmel bir tek aşamalı."
Q2M-CMPR1000M,Bu ürün nedir?,"Q²M Compound+ REDEFINED, derin çizikleri veya zımpara izlerini gidermek için ağır kesim pastasıdır."
Q2M-PYA4000M,Bu ürün nedir?,"Q²M Prep, kaplama uygulamasından önce yüzey yağ alıcısıdır."
Q2M-BPYA1000M,Bu ürün nedir?,"Q²M Bathe+, dünyanın SiO² içeren ilk pH nötr şampuanıdır; bu da onu aracınız için gerçek bir hidrofobiklik artırıcısı yapar."
Q2M-BYA4000M,Bu ürün nedir?,"Q²M Bathe, pH nötr bir araç şampuanıdır."
Q2M-TR4000M,Bu ürün nedir?,"Q²M Tar REDEFINED zift, yapıştırıcı ve ağaç sakızını söker."
Q2M-IR4000M,Bu ürün nedir?,Q²M Iron REDEFINED bir metal kontaminasyon sökücüsüdür.
Q2M-CLR500M,Bu ürün nedir?,"Q²M ClayLube REDEFINED, herhangi bir kil kullanımı sırasında kayganlık sağlayan bir kaydırıcıdır."
_BRAND:gyeon:q2m_general,Bu ürün nedir?,"Q²M ClayBar zift, organik tortular ve endüstriyel kalıntı veya overspray gibi ağır kontaminasyonu çıkarmak için tasarlanmıştır."
Q2M-WSYA1000M,Bu ürün nedir?,"Q²M WaterSpot, sudan kaynaklanan defektleri gidericidir."
Q2M-BGYA1000M,Bu ürün nedir?,"Q²M Bug&Grime, etkili bir böcek ve sert birikim grime sökücüsüdür."
Q2M-FYA4000M,Bu ürün nedir?,"Q²M Foam, etkili bir ön yıkama solüsyonudur."
Q2M-QDYA1000M,Bu ürün nedir?,"Q²M Quick Detailer, aracınızın tüm boyalı yüzeylerinde kolay ve zahmetsiz bir parlaklık spreyi geliştirmesidir."
_BRAND:gyeon:q2m_general,Bu ürün nedir?,"Q²M MetalPolish, iyi bir kesim ve parlak bir bitişle nihai metal cilasıdır."
Q2M-LCN1000M,Bu ürün nedir?,"Q²M LeatherCleaner Natural, etkili ve yumuşak bir kaplama öncesi deri temizleyicisidir."
Q2M-LCSYA1000M,Bu ürün nedir?,"Q²M LeatherCleaner Strong, etkili ve verimli bir kaplama öncesi deri temizleyicisidir."
Q2M-LSN200M,Bu ürün nedir?,"Q²M Leather Set Natural, güçlü bir kaplama öncesi deri temizleyici olan Q²M LeatherCleaner Natural ile ideal deri bakım ve koruma çözümü için Q² LeatherCoat REDEFINED'i bir araya getiren komple bir çözümdür. Set, gerekli tüm aksesuarları içerir — Q²M ScrubPad, Q²M MF Applicator ve kaliteli bir mikrofiber."
Q2M-LSSYA200M,Bu ürün nedir?,"Q²M Leather Set Strong, güçlü bir kaplama öncesi deri temizleyici olan Q²M LeatherCleaner Strong ile ideal deri bakım ve koruma çözümü için Q² LeatherCoat REDEFINED'i bir araya getiren komple bir çözümdür. Set, gerekli tüm aksesuarları içerir — Q²M ScrubPad, Q²M MF Applicator ve kaliteli bir mikrofiber."
Q2M-TEYA1000M,Bu ürün nedir?,"Q²M TireExpress, 'fabrika' tazeliği görünümü ve koruma sağlayan, kolay uygulanan bir lastik dressing'idir."
Q2M-TCYA1000M,Bu ürün nedir?,"Q²M TireCleaner, kir, toz ve eski dressing'leri çıkaran nihai lastik ve kauçuk temizleyicidir."
Q2M-PPR1000M,Bu ürün nedir?,"Q²M PPF Renew, piyasada yalnızca PPF için tasarlanmış tek bakım ve koruma çözümüdür."
_BRAND:gyeon:q2m_general,"Ürünüm ayrıştı, ne yapmalıyım?",İyice çalkalayın ve homojen olup olmadığını görün. Olmadıysa lütfen ürünün fotoğrafları ve satın alma belgesi ile bayinizle iletişime geçin.
_BRAND:gyeon:q2m_general,Ürünlerinizin raf ömrü nedir?,Q²M ürün serimiz için toplam raf ömrünü 24 ay olarak belirtiyoruz. Ürünlerin tüm en son partilerinin üretim tarihi şişenin üzerine basılmıştır.
_BRAND:gyeon:q2m_general,Ürünüm kırık — ne yapmalıyım?,"Ürününüz nakliye veya depolama sırasında kırıldıysa lütfen bayinizle iletişime geçin ve ne olduğunu kısaca açıklayan bir not ile fotoğrafları gönderin. Bu, talebinizin en kısa sürede işleme alınmasını sağlar."
Q2M-PPFSL4000M,Nereye uygulanır?,PPF folyo uygulanacak aracın her bölgesine.
Q2M-GP250M,Nereye uygulanır?,Q²M GlassPolish her tür otomotiv camı için uygundur.
_BRAND:gyeon:q2m_general,Nereye uygulanır?,Q²M DeFrost'u tüm araç cam yüzeylerine ve çevresindeki trimlere uygulayabilirsiniz.
Q2M-GPYA1000M,Nereye uygulanır?,"Bu solüsyon aracınızın tüm cam yüzeylerine, hem iç hem dış, uygulanmak üzere tasarlanmıştır. Pleksiglas, polikarbonat elemanlar ile LCD ekranlar ve monitörlerde de kullanılabilir."
_BRAND:gyeon:q2m_general,Nasıl kullanılır?,"Birlikte gelen askılara sıkın. Doğrudan paspaslara da sıkılarak kullanılabilir.
Aşırı kullanmayın. Bir sıkım yeterlidir."
Q2M-EW1000M,Nereye uygulanır?,"Bu ürün aracınızın boya, cam, trim ve hatta jantlarında kullanılabilir."
Q2M-TOTR1000M,Nereye uygulanır?,"Q²M TotalRemover aracınızın dış yüzeylerine, özellikle yüzey koruma eklenecek olan yerlere uygulanmalıdır. Yeni bir kaplama uygulamadan önce ideal bir üründür — eski katmanları, fabrika wax'larını söküyor veya mat boya gibi cilalanamayan bitişleri hazırlıyor olun."
Q2M-CDYA1000M,Nasıl uygulanır?,"Q²M CeramicDetailer'ı uzun tüylü bir mikrofiber havluya bolca sıkın. Ürünü temiz bir yüzeye, panel başına 3-4 sıkımla silin. Mükemmel bir bitiş için havlunun kısa tüylü tarafını kullanarak silin."
Q2M-FCNA1000M,Nereye uygulanır?,Bu solüsyon aracınızdaki tekstillere uygulanmak üzere tasarlanmıştır.
Q2M-APYA4000M,Nereye uygulanır?,"Ürün dış yüzeylerde — boya, motor bölmesi, jantlar — 1:5 seyreltme ile veya iç mekanda plastik, deri, döşeme temizliği için 1:15 seyreltme ile kullanılabilir."
Q2M-IWCR4000M,Nereye uygulanır?,Bu ürün aracınızın kontamine olmuş jantlarına uygulanmak üzere tasarlanmıştır.
Q2M-RWYA1000M,Nereye uygulanır?,"Bu ürün, yıkama kovasında seyreltilerek aracınızın dış kısımlarına yayılmak üzere tasarlanmıştır."
Q2M-PPFW500M,Nereye uygulanır?,"Bu ürün, yıkama kovasında seyreltilerek aracınızın dış kısımlarına yayılmak üzere tasarlanmıştır."
Q2M-PPFMR500M,Nereye uygulanır?,"Bu solüsyon, PPF veya vinil sargı ile korunan her yüzeye uygulanmak üzere tasarlanmıştır."
Q2M-TWYA500M,Nasıl kullanılır?,Yıkama başına çamaşır makinesine 30 ml dökün.
Q2M-PRYA250M,Nereye uygulanır?,"Bu solüsyon iç mekan, motor bölmesi ve çamurluk içlerindeki her plastik yüzeye uygulanmak üzere tasarlanmıştır."
_BRAND:gyeon:q2m_general,Nereye uygulanır?,Bu solüsyon aracınızın her cam yüzeyine uygulanmak üzere tasarlanmıştır.
Q2M-CRYA250M,Nereye uygulanır?,Bu solüsyon her boyalı parlak yüzeye uygulanmak üzere tasarlanmıştır.
Q2M-CMR500M,Nereye uygulanır?,Bu solüsyon her boyalı yüzeye uygulanmak üzere tasarlanmıştır.
_BRAND:gyeon:q2m_general,Nereye uygulanır?,"Bu solüsyon, yıkama sürecinde temizlenmiş ancak hâlâ ıslak olan her yüzeye uygulanmak üzere tasarlanmıştır."
Q2M-WCYA4000M,Nereye uygulanır?,"Bu solüsyon, yıkama sürecinde temizlenmiş ancak hâlâ ıslak olan her yüzeye uygulanmak üzere tasarlanmıştır."
Q2M-PO1000M,Nereye uygulanır?,Ağır korreksiyon gerektiren tüm boyalı yüzeylere.
Q2M-CM1000M,Nereye uygulanır?,Orta korreksiyon gerektiren tüm boyalı yüzeylere.
Q2M-CMPR1000M,Nereye uygulanır?,Ağır korreksiyon gerektiren tüm boyalı yüzeyler.
Q2M-PYA4000M,Nereye uygulanır?,"Bu solüsyon, kauçuk ve döşeme hariç olmak üzere kaplama uygulamasından önce her yüzeye uygulanmak üzere tasarlanmıştır."
Q2M-BPYA1000M,Nereye uygulanır?,"Bu ürün yıkama kovasında, foam gun'da veya doğrudan yıkama eldivenine seyreltilmek üzere tasarlanmıştır."
Q2M-BYA4000M,Nereye uygulanır?,Bu ürün yıkama kovasında seyreltilmek üzere tasarlanmıştır.
Q2M-TR4000M,Nereye uygulanır?,"Bu ürün, ilk yıkama sürecinden sonra dekontaminasyon sırasında aracınızın kontamine olmuş kısmına uygulanmak üzere tasarlanmıştır."
Q2M-IR4000M,Nereye uygulanır?,"Bu ürün, ilk yıkama sürecinden sonra dekontaminasyon sırasında aracınızın kontamine olmuş kısmına uygulanmak üzere tasarlanmıştır."
Q2M-CLR500M,Nereye uygulanır?,"Bu ürün, yıkama sürecinden sonra ve boya korreksiyonundan önce aracınızın kontamine olmuş kısmına uygulanmak üzere tasarlanmıştır."
_BRAND:gyeon:q2m_general,Nereye uygulanır?,"Bu ürün, yıkama sürecinden sonra ve boya korreksiyonundan önce aracınızın kontamine olmuş kısmına kullanılmak üzere tasarlanmıştır."
Q2M-WSYA1000M,Nereye uygulanır?,"Bu solüsyon, yıkama sürecinden sonra aracınızın kontamine olmuş kısmına uygulanmak üzere tasarlanmıştır."
Q2M-BGYA1000M,Nereye uygulanır?,"Bu solüsyon, yıkama sürecinden önce aracınızın kontamine olmuş kısmına uygulanmak üzere tasarlanmıştır."
Q2M-FYA4000M,Nereye uygulanır?,"Bu solüsyon, yıkama sürecinde aracınızın tüm dışına uygulanmak üzere tasarlanmıştır."
Q2M-QDYA1000M,Nereye uygulanır?,"Bu solüsyon, kauçuk hariç olmak üzere her dış yüzeye uygulanmak üzere tasarlanmıştır."
_BRAND:gyeon:q2m_general,Nereye uygulanır?,Bu solüsyon metal yüzeye uygulanmak üzere tasarlanmıştır.
Q2M-LCN1000M,Nereye uygulanır?,"Bu solüsyon, koltuk, direksiyon vb. araçlarınızın iç deri döşemesi için tasarlanmıştır."
Q2M-LCSYA1000M,Nereye uygulanır?,"Bu solüsyon, koltuk, direksiyon vb. araçlarınızın iç deri döşemesi için tasarlanmıştır."
Q2M-LSN200M,Sette bulunan ürünler hakkında daha fazla bilgi almak istiyorum.,Set ile gelen her ürün için daha fazla detay için lütfen FAQ bölümüne veya ürün sayfalarına bakın.
Q2M-LSSYA200M,Sette bulunan ürünler hakkında daha fazla bilgi almak istiyorum.,Set ile gelen her ürün için daha fazla detay için lütfen FAQ bölümüne veya ürün sayfalarına bakın.
Q2M-TEYA1000M,Nereye uygulanır?,Tüm lastik tiplerinde.
Q2M-TCYA1000M,Nereye uygulanır?,"Aracınızın tüm kauçuk parçalarında. Ürün ATV, motosiklet ve diğerleri için de uygundur."
Q2M-PPR1000M,Nereye uygulanır?,Bu ürün her tür parlak boya koruma filmlerine uygulanmak üzere tasarlanmıştır.
Q2M-GP250M,Nasıl uygulanır?,"Q²M GlassPolish elle veya makineyle uygulanabilir. En iyi sonuçlar için Q²M Polish ped (mavi) ile rotary polisaj makinesi kullanmanızı öneririz (dual-action makine de işe yarar).

Düşük devir, yavaş hareket ve orta basınç kullanın. Sadece hafif puslu bir kalıntı kalana kadar ürünü çalıştırın. Kaplama uygulamasına geçmeden önce kalıntıyı Q²M Prep ile silin."
_BRAND:gyeon:q2m_general,Nasıl kullanılır?,"Q²M DeFrost'u açın, yüzeye bolca sıkın ve buzun anında erimesini izleyin."
Q2M-GPYA1000M,Nasıl kullanılır?,Doğrudan mikrofibere sıkın — düz çizgi izi kalmayan bir bitiş elde edene kadar cam yüzeyine silin.
Q2M-EW1000M,Nasıl kullanılır?,"Durulamasız yıkama için: Q²M ECOWash'u 256:1 oranında karıştırın. İşlem için birden fazla mikrofiber havlu kullanın. Kiri güvenli şekilde kaldırmak için panel paneline düz çizgi hareketle çalışın.

Susuz yıkama için: Q²M ECOWash'u 15:1 oranında karıştırın. Yüzeye ve yumuşak bir mikrofiber beze bolca sıkın. Düz çizgi hareketle silin. Ardından, kalıntıyı silmek için kuru mikrofiber havlu kullanın.

Kurulama yardımcısı için: Q²M ECOWash'u 20:1 oranından başlayarak karıştırın. Bir kurulama havlusuna beş sıkım uygulayın ve aracınızı kurulamak için kullanın. Etkinliği korumak için her bölüm için havluyu ürünle yeniden doldurun."
Q2M-TOTR1000M,Nasıl kullanılır?,"Aracı yıkayıp dekontamine ettikten sonra Q²M TotalRemover'ı ıslak, temiz bir yüzeye uygulayın. Tek seferde bir panele bolca sıkın. Yaklaşık 30 saniye bekletin, ardından iyice durulayın. Daha fazla etkinlik için yüzeyi Q²M SilkMitt EVO ile nazikçe agite edebilirsiniz. Yüzey artık kaygan hissetmediğinde işe yaradığını anlarsınız — bu, önceki korumaların kaldırıldığı anlamına gelir."
Q2M-CDYA1000M,Nereye uygulanır?,"Q²M CeramicDetailer, kaplı veya kaplı olmayan herhangi bir dış yüzeyde kullanılabilir. Seramik kaplı araçlar için tasarlanmış olsa da herhangi bir araçta harika çalışır. Temiz bir yüzeye uygulamayı unutmayın."
Q2M-FCNA1000M,Nasıl kullanılır?,"Ürünü yüzeye ve tercih ettiğiniz fırçanın içine hafifçe sıkın.
Alanı agite edin ve kalıntıyı silin. İyice kurumaya bırakın.
Gerçekten hassas kumaşlar için ürünü 1:5 oranında seyreltebilirsiniz."
Q2M-APYA4000M,Nasıl kullanılır?,"Önce — seyreltin. 1:5 ile 1:15 arası seyreltebilirsiniz. Temiz, ıslak bir yüzeye bolca sıkın ve hemen durulayın. Kurumaya bırakmayın."
Q2M-IWCR4000M,Nasıl kullanılır?,Jantların tüm yüzeyine bolca sıkın — tepkimeye bırakın ve durulayın. Kurumaya bırakmayın — sıcak yüzeylere uygulamayın.
